상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,도로명주소,구우편번호,신우편번호,경도,위도
세븐일레븐화성조암점,소매,종합 소매,편의점,경기도 화성시 우정읍 조암남로33번길 6,445955.0,18567,126.818800573023,37.0845270762698
지은마트,소매,종합 소매,슈퍼마켓,경기도 오산시 오산로358번길 19,447140.0,18115,127.068943621085,37.158821019513
라피네,소매,종합 소매,슈퍼마켓,경기도 양주시 백석읍 꿈나무로 200,482835.0,11516,126.986182804868,37.7930970837076
명당,소매,종합 소매,슈퍼마켓,경기도 남양주시 와부읍 수레로 10,472901.0,12209,127.213239734828,37.5867256952503
미니스톱오산우리점,소매,종합 소매,편의점,경기도 오산시 궐동로69번길 31,447140.0,18120,127.064135273535,37.1573910366492
씨유수원삼성SDI점,소매,종합 소매,편의점,경기도 수원시 영통구 삼성로 130,443803.0,16678,127.05745433589,37.2546719178074
GS25태안,소매,종합 소매,편의점,경기도 화성시 안녕남로 9,445380.0,18364,126.985233111293,37.1985406437897
세븐일레븐파주두일점,소매,종합 소매,편의점,경기도 파주시 돌단풍길 15,413120.0,10884,126.711181078098,37.7195675959761
GS25파주연풍점,소매,종합 소매,편의점,경기도 파주시 파주읍 술이홀로 414,413863.0,10834,126.832816374187,37.8299365544802
지에스25금정,소매,종합 소매,편의점,경기도 군포시 군포로745번길 62,435842.0,15811,126.939759788647,37.3698407852557
슈퍼마켓,소매,종합 소매,슈퍼마켓,경기도 광명시 소하일로52번길 16,423051.0,14317,126.889280266762,37.4497517605474
GS25교하다율점,소매,종합 소매,편의점,경기도 파주시 순못길 44,413080.0,10878,126.716015338328,37.7278322164357
이마트24중산,소매,종합 소매,편의점,경기도 고양시 일산동구 하늘마을로93번길 20,410315.0,10310,126.785779402651,37.6799937935517
씨유양평강남로점,소매,종합 소매,편의점,경기도 양평군 강하면 강남로 298,476922.0,12575,127.418828826585,37.5004277238365
지에스25수지신수로,소매,종합 소매,편의점,경기도 용인시 수지구 신수로 805,448500.0,16826,127.102176423326,37.341997264865
지산유통,소매,종합 소매,슈퍼마켓,경기도 안양시 만안구 충훈로 81,430853.0,13973,126.89940659063,37.4073229274743
지에스25의정,소매,종합 소매,편의점,경기도 의정부시 의정로 171,480815.0,11675,127.034300889191,37.7482879292078
께끼뱅크우만,소매,종합 소매,슈퍼마켓,경기도 수원시 팔달구 경수대로642번길 42-2,442819.0,16239,127.031202171293,37.283830433161
GS25파주TOP,소매,종합 소매,편의점,경기도 파주시 월롱면 엘씨디로8번길 38,413811.0,10845,126.775825259648,37.8119669183178
신앙촌상회,소매,종합 소매,슈퍼마켓,경기도 구리시 안골로20번길 74,471808.0,11935,127.134100607827,37.5941762048925
금용화성,소매,종합 소매,슈퍼마켓,경기도 화성시 동탄기흥로 41,,18487,127.087176705814,37.1644676513083
이마트24시편의점,소매,종합 소매,편의점,경기도 시흥시 배곧4로 106-26,,15010,126.731163386432,37.3705417241932
365할인마트,소매,종합 소매,슈퍼마켓,경기도 수원시 권선구 세지로56번길 44,441878.0,16579,127.019185688492,37.2563512332159
다락재쉼터,소매,종합 소매,슈퍼마켓,경기도 가평군 설악면 다락재로 493,477855.0,12468,127.442471004219,37.6545725447324
위니비니롯데프리미엄아울렛파주점,소매,종합 소매,슈퍼마켓,경기도 파주시 회동길 390,413070.0,10881,126.693755316772,37.7178117771079
CU안산본오샘골점,소매,종합 소매,편의점,경기도 안산시 상록구 본이로 10,426811.0,15550,126.867684363432,37.2948884100892
주심참숯가마1층매점스낵,소매,종합 소매,슈퍼마켓,경기도 하남시 초광로 169,465220.0,12986,127.174964194744,37.5353327712655
세븐일레븐덕정,소매,종합 소매,편의점,경기도 양주시 덕정5길 14,482060.0,11450,127.064294181144,37.8447592532232
영마트,소매,종합 소매,슈퍼마켓,경기도 양주시 평화로1475번길 159,482050.0,11441,127.042559832713,37.8250111751724
세븐배곧호반써밋점,소매,종합 소매,편의점,경기도 시흥시 서울대학로264번길 12,,15011,126.724920391017,37.3674278487329
한주마트,소매,종합 소매,슈퍼마켓,경기도 양주시 평화로1429번길 50,482705.0,11443,127.044272062222,37.8201814163601
에이스식자재할인마트,소매,종합 소매,슈퍼마켓,경기도 성남시 중원구 산성대로 526,462832.0,13157,127.164474962998,37.457582044416
지에스25의정서해점,소매,종합 소매,편의점,경기도 의정부시 동일로466번길 5,480726.0,11738,127.05991812743,37.7299069242994
씨유안산시곡점,소매,종합 소매,편의점,경기도 안산시 상록구 감골1로 50,426748.0,15623,126.851961937519,37.2894635671986
세븐일레븐수지동천포레나점,소매,종합 소매,편의점,경기도 용인시 수지구 고기로45번길 40,448500.0,16824,127.093100745094,37.3400855608909
지에스25수원경수로점,소매,종합 소매,편의점,경기도 수원시 장안구 경수대로853번길 4,440849.0,16309,127.014007902078,37.2970249149199
아이스무빙호매실1드렁큰아이스,소매,종합 소매,슈퍼마켓,경기도 수원시 권선구 호매실로218번길 128,441450.0,16402,126.961093964757,37.2657893216386
세븐일레븐용인원삼미평점,소매,종합 소매,편의점,경기도 용인시 처인구 원삼면 죽양대로 1577,449871.0,17175,127.33636723588,37.1798268029803
란타이마트,소매,종합 소매,슈퍼마켓,경기도 파주시 조리읍 문원길 306,413822.0,10943,126.813342832325,37.7277021472076
씨유신곡서해점,소매,종합 소매,편의점,경기도 의정부시 동일로466번길 53,480830.0,11738,127.06169842809,37.7290861224942
평남상회,소매,종합 소매,슈퍼마켓,경기도 포천시 이동면 낭유길 26,487861.0,11112,127.329846033099,38.008204350306
센트럴편의점,소매,종합 소매,슈퍼마켓,경기도 안산시 단원구 고잔로 108,425868.0,15361,126.838039654803,37.3185667905929
법인이천로컬푸드,소매,종합 소매,슈퍼마켓,경기도 이천시 이섭대천로941번길 6,467800.0,17391,127.443921306718,37.2548808675867
북부슈퍼,소매,종합 소매,슈퍼마켓,경기도 의정부시 가능로119번길 20,480804.0,11678,127.044217581085,37.7478341421007
세븐,소매,종합 소매,편의점,경기도 양주시 평화로1399번길 7,482050.0,11445,127.046018324129,37.8156489315086
GS25금촌스쿨점,소매,종합 소매,편의점,경기도 파주시 쇠재안길 25,413012.0,10934,126.77907034742,37.7518969514323
로링타이,소매,종합 소매,슈퍼마켓,경기도 화성시 경기대로 1057,445390.0,18390,127.033334545995,37.2095837629353
엘케이유통,소매,종합 소매,슈퍼마켓,경기도 부천시 오정구 오정로 176,421806.0,14443,126.780033593032,37.52558979563
GS25매산,소매,종합 소매,편의점,경기도 수원시 팔달구 효원로60번길 30,442852.0,16460,127.007643862736,37.2677327072475
GS25뉴녹양역점,소매,종합 소매,편의점,경기도 의정부시 체육로 298-13,480120.0,11610,127.041002136256,37.7604848834203
장미슈퍼,소매,종합 소매,슈퍼마켓,경기도 안성시 안성맞춤대로 1033,456230.0,17581,127.268827481999,37.0057692553484
미니슈퍼,소매,종합 소매,슈퍼마켓,경기도 수원시 장안구 수성로 263,440834.0,16314,127.001330742558,37.2901598294295
대동슈퍼,소매,종합 소매,슈퍼마켓,경기도 수원시 팔달구 팔달로119번길 42,442862.0,16439,127.00140948341,37.2793563708519
이마트24산본,소매,종합 소매,편의점,경기도 군포시 산본천로 201,435838.0,15806,126.939871970633,37.3707328578966
크림무,소매,종합 소매,편의점,경기도 용인시 수지구 성복1로 80,448831.0,16852,127.0709030115,37.3157910969227
세븐행신샘터점,소매,종합 소매,편의점,경기도 고양시 덕양구 충장로 118-54,412835.0,10518,126.835798775828,37.6215642630019
푸르네,소매,종합 소매,슈퍼마켓,경기도 용인시 처인구 이동읍 화산로94번길 27-19,449832.0,17135,127.214076618423,37.1453391064894
석정상회,소매,종합 소매,슈퍼마켓,경기도 김포시 대곶면 대곶로 338,415835.0,10028,126.55495522357,37.6737806391129
경인상회,소매,종합 소매,슈퍼마켓,경기도 수원시 장안구 파장천로58번길 21,440852.0,16204,126.997856725725,37.3096582515293
윤커피,소매,종합 소매,슈퍼마켓,경기도 이천시 마장면 이장로 137,467813.0,17385,127.379610555424,37.2654754591206
이마트24R화정,소매,종합 소매,편의점,경기도 고양시 덕양구 은빛로 61,412826.0,10477,126.83477708299,37.6379247301351
비둘기낭편의점,소매,종합 소매,편의점,경기도 포천시 영북면 비둘기낭길 110,487891.0,11108,127.221458217142,38.0765320293897
아름다운슈퍼,소매,종합 소매,슈퍼마켓,경기도 고양시 덕양구 통일로768번길 17,412802.0,10286,126.865298829348,37.6885445702179
오산마트,소매,종합 소매,슈퍼마켓,경기도 화성시 동탄순환대로 127-17,,18505,127.107277132955,37.1669560981638
씨유운정한울,소매,종합 소매,편의점,경기도 파주시 한울로 101,413983.0,10905,126.742812714917,37.710252725967
세븐광명문화점,소매,종합 소매,편의점,경기도 광명시 오리로 857,423839.0,14250,126.866259775731,37.4748931967156
세븐일레븐,소매,종합 소매,편의점,경기도 하남시 하남대로787번길 62,465820.0,12958,127.207793745682,37.5377933560173
씨유광주능평,소매,종합 소매,편의점,경기도 광주시 오포로171번길 17-132,464892.0,12773,127.179525914264,37.3469959882517
CU수동입석,소매,종합 소매,편의점,경기도 남양주시 수동면 비룡로 976,472852.0,12029,127.314259087716,37.7194664896879
세븐일레븐평택청북,소매,종합 소매,편의점,경기도 평택시 청북읍 청북남로 277,451720.0,17809,126.912024480596,37.0180254550575
씨유상록반월공원점,소매,종합 소매,편의점,경기도 안산시 상록구 오목로 82,426807.0,15568,126.867016301994,37.2899860191058
지에스25용인포곡로점,소매,종합 소매,편의점,경기도 용인시 처인구 포곡읍 포곡로 86,449812.0,17027,127.215494845194,37.2681495390397
CU화정트레벨점,소매,종합 소매,편의점,경기도 고양시 덕양구 백양로 85,412757.0,10500,126.833733270427,37.6334994304326
세븐일레븐운정아름터점,소매,종합 소매,편의점,경기도 파주시 책향기로 836,413190.0,10896,126.763755507109,37.7292709878326
두메골상회,소매,종합 소매,슈퍼마켓,경기도 양주시 장흥면 호국로550번길 177,482811.0,11522,126.98269299203,37.714081791062
화성매점롯대택배,소매,종합 소매,슈퍼마켓,경기도 화성시 화산북로 59,445370.0,18357,127.011806520959,37.2115161125285
천지연사우나여탕매점,소매,종합 소매,슈퍼마켓,경기도 고양시 덕양구 충경로 48,412222.0,10526,126.834951862725,37.6152471622535
더까까주까,소매,종합 소매,슈퍼마켓,경기도 남양주시 진건읍 사릉로 559-113,472832.0,12131,127.162361257214,37.6661474570568
씨유세류2동점,소매,종합 소매,편의점,경기도 수원시 권선구 세지로 12,441879.0,16589,127.015002990748,37.2532071950255
대성식품,소매,종합 소매,슈퍼마켓,경기도 동두천시 상패로 101,483120.0,11336,127.049090891662,37.9106529131309
바틀샵판교대장점,소매,종합 소매,편의점,경기도 성남시 분당구 판교대장로7길 15-5,463440.0,13544,127.067850419316,37.3711251312323
씨유분당청솔점,소매,종합 소매,편의점,경기도 성남시 분당구 금곡로 263,463722.0,13617,127.111607969153,37.3552879283917
베이프로고덕,소매,종합 소매,편의점,경기도 평택시 고덕국제대로 5,,18018,127.048579945824,37.0385206123131
봉암슈퍼,소매,종합 소매,슈퍼마켓,경기도 동두천시 봉동로40번길 47,483100.0,11301,127.055771585881,37.948192116457
동성마트,소매,종합 소매,슈퍼마켓,경기도 용인시 수지구 용구대로 2712,448162.0,16868,127.109277338243,37.3281510845994
무지개슈퍼,소매,종합 소매,슈퍼마켓,경기도 수원시 권선구 정조로482번길 45,441876.0,16656,127.013898044866,37.2516124821125
GS25호계효성,소매,종합 소매,편의점,경기도 안양시 동안구 시민대로110번길 53,431836.0,14077,126.947572543595,37.3853511420193
씨유수원포유점,소매,종합 소매,편의점,경기도 수원시 장안구 송정로 173,440849.0,16286,127.015440566734,37.2984663959124
진옥상회,소매,종합 소매,슈퍼마켓,경기도 용인시 처인구 남사읍 어진로184번길 23,449881.0,17124,127.131075120628,37.0994877146185
슈퍼마리오,소매,종합 소매,슈퍼마켓,경기도 안산시 상록구 성호로 112-1,426859.0,15322,126.861580983252,37.3143798328802
우리마트,소매,종합 소매,슈퍼마켓,경기도 안산시 단원구 와동로 4,425841.0,15270,126.826841567036,37.3312915234352
아이스크림할인점,소매,종합 소매,슈퍼마켓,경기도 고양시 일산서구 현중로 28-1,411841.0,10244,126.768110164039,37.6933038258087
세주마트,소매,종합 소매,슈퍼마켓,경기도 포천시 영중면 양문로 97,487883.0,11129,127.24248922573,38.0015248380071
썬누리주,소매,종합 소매,슈퍼마켓,경기도 안산시 단원구 산단로 326,425780.0,15431,126.78750644884,37.3234425118844
원암마트,소매,종합 소매,슈퍼마켓,경기도 용인시 처인구 남사읍 천덕산로 481,449881.0,17124,127.149091587263,37.091365838963
수경마트,소매,종합 소매,슈퍼마켓,경기도 안산시 상록구 실록3길 10,426861.0,15515,126.865961392114,37.3061404103015
아이스크림,소매,종합 소매,슈퍼마켓,경기도 김포시 김포한강11로 37,415050.0,10077,126.694160371611,37.6440499922937
재동이슈퍼,소매,종합 소매,슈퍼마켓,경기도 용인시 처인구 백암면 고안로186번길 52-6,449863.0,17180,127.410555931063,37.1217633805705
새말편의점,소매,종합 소매,슈퍼마켓,경기도 안성시 대덕면 신령로 209,456831.0,17544,127.222769386929,37.0272922713909
GS25경기대점,소매,종합 소매,편의점,경기도 수원시 장안구 광교산로140번길 3,440807.0,16213,127.030543378868,37.299968193422
이마트24포천군내점,소매,종합 소매,편의점,경기도 포천시 군내면 포천로 1410,487871.0,11154,127.210904651991,37.8856982397504
경북마트,소매,종합 소매,슈퍼마켓,경기도 수원시 팔달구 창룡문로 3,442838.0,16243,127.020059382372,37.2779040054081
GS25이천대광점,소매,종합 소매,편의점,경기도 이천시 애련정로135번길 2,467806.0,17363,127.449891401041,37.282610179999
본동슈퍼,소매,종합 소매,슈퍼마켓,경기도 용인시 처인구 모현읍 오산로99번길 5-10,449852.0,16885,127.158838184508,37.3252927243839
무봉산청소년수련원매점,소매,종합 소매,슈퍼마켓,경기도 평택시 진위면 진위로 181-94,451864.0,17711,127.1012058359,37.1058424546282
하이텍,소매,종합 소매,편의점,경기도 하남시 조정대로 150,465736.0,12930,127.193961891072,37.5531969174132
GS25포천어룡점,소매,종합 소매,편의점,경기도 포천시 호국로 1359,487050.0,11150,127.186964092749,37.8811078320961
이마트24부천상이로점,소매,종합 소매,편의점,경기도 부천시 원미구 상이로9번길 26-5,420867.0,14593,126.742632165498,37.489735401527
해피타임,소매,종합 소매,편의점,경기도 평택시 현덕면 현덕로 911,451812.0,17970,126.94490345839,36.9413448868607
태백상사,소매,종합 소매,슈퍼마켓,경기도 포천시 일동면 화동로 1097,487857.0,11116,127.319882171269,37.960861058574
GS25포천문암점,소매,종합 소매,편의점,경기도 포천시 영북면 호국로 3740,487895.0,11107,127.273748151898,38.0703767243183
코사마트,소매,종합 소매,슈퍼마켓,경기도 수원시 팔달구 화서문로 51,442420.0,16250,127.013532139146,37.2854916837937
오FWMART,소매,종합 소매,슈퍼마켓,경기도 안산시 단원구 북촌3길 16,425828.0,15222,126.806061303069,37.342846528164
그린마트,소매,종합 소매,슈퍼마켓,경기도 용인시 기흥구 신갈로 45,446597.0,17064,127.10546240165,37.270722489148
이마트24시흥하중점,소매,종합 소매,편의점,경기도 시흥시 하중로133번길 3,429897.0,14975,126.801094147383,37.3990441835851
서정,소매,종합 소매,슈퍼마켓,경기도 고양시 덕양구 서정마을로 27,412772.0,10491,126.849101899435,37.6191763897014
세븐수원북문점주,소매,종합 소매,편의점,경기도 수원시 장안구 팔달로 271,440818.0,16269,127.014389946702,37.2895462562122
롯데쇼핑롯데슈퍼주,소매,종합 소매,슈퍼마켓,경기도 수원시 팔달구 권광로 262,442828.0,16534,127.035672725131,37.2706289327735
세븐일레븐화성반송,소매,종합 소매,편의점,경기도 화성시 노작로4길 8,445160.0,18459,127.077572152617,37.1967050528422
지에스25하남새뜰점,소매,종합 소매,편의점,경기도 하남시 덕풍남로 17-1,465726.0,12934,127.208917959555,37.5473599718577
지에스25구리대명점,소매,종합 소매,편의점,경기도 구리시 응달말로19번길 27,471834.0,11923,127.133639424354,37.6022225728707
홈웨이편의점관고점,소매,종합 소매,편의점,경기도 이천시 설봉로 81-1,467020.0,17354,127.43844134553,37.283752403333
토토,소매,종합 소매,슈퍼마켓,경기도 부천시 소사구 호현로 409,422809.0,14757,126.791827720226,37.4744791640116
엘마트,소매,종합 소매,슈퍼마켓,경기도 안성시 죽산면 죽주로 256,456894.0,17519,127.423741878687,37.0749789687683
서준유통,소매,종합 소매,슈퍼마켓,경기도 수원시 영통구 월드컵로 92,443772.0,16517,127.054955965004,37.2757664940197
세븐동탄타운하우스점,소매,종합 소매,편의점,경기도 화성시 10용사로 563,445160.0,18441,127.072101874635,37.1888693486558
세븐김포제일점주,소매,종합 소매,편의점,경기도 김포시 돌문로 62,415803.0,10108,126.716742835265,37.6200861643523
안산강서고등학교교육경제공동체사회적협동조합,소매,종합 소매,슈퍼마켓,경기도 안산시 단원구 삼일로 367,425844.0,15267,126.817941634508,37.3347921823993
바른두레소비자생활협동조합,소매,종합 소매,슈퍼마켓,경기도 수원시 영통구 매탄로168번길 2,443802.0,16539,127.045579806912,37.2652192840437
자유에스테이트,소매,종합 소매,편의점,경기도 수원시 팔달구 효원로249번길 28,442834.0,16490,127.029807217078,37.2636925341172
킹아이스크림,소매,종합 소매,슈퍼마켓,경기도 의정부시 신흥로 132,480867.0,11632,127.043978826596,37.7278507245712
이마트24양평백운길점,소매,종합 소매,편의점,경기도 양평군 양평읍 백운길 143,476801.0,12547,127.511359127042,37.5038385941673
GS25삼성SDS점,소매,종합 소매,편의점,경기도 수원시 영통구 삼성로168번길 15,443803.0,16676,127.057490726983,37.2580598226298
세븐향남장안로점,소매,종합 소매,편의점,경기도 화성시 향남읍 장안로 894,445937.0,18614,126.894759593111,37.0946657151471
코코아누리,소매,종합 소매,슈퍼마켓,경기도 안양시 동안구 흥안대로 450-9,431070.0,14062,126.976092672613,37.3940281876251
씨유안양만안로점,소매,종합 소매,편의점,경기도 안양시 만안구 안양로214번길 60,430820.0,14032,126.929712396029,37.3938565410894
청육점,소매,종합 소매,슈퍼마켓,경기도 오산시 외삼미로152번길 57-29,447230.0,18111,127.064764882572,37.1960009151238
핫플매점,소매,종합 소매,슈퍼마켓,경기도 화성시 마도면 마도공단로4길 46-20,445861.0,18542,126.790778855648,37.1805880742973
세븐일레븐향남스카이점,소매,종합 소매,편의점,경기도 화성시 향남읍 발안양감로 195,445938.0,18606,126.911843663438,37.1160709539551
지에스25목감산현점,소매,종합 소매,편의점,경기도 시흥시 산현마을길 25-1,429320.0,14989,126.844714090096,37.375475694716
삼일푸드시스템,소매,종합 소매,편의점,경기도 성남시 수정구 복정로 76,461714.0,13117,127.128839205197,37.4582930163294
굿마트,소매,종합 소매,슈퍼마켓,경기도 용인시 기흥구 갈천로 68,446905.0,17067,127.106712644342,37.2698473592296
동원이네슈퍼,소매,종합 소매,슈퍼마켓,경기도 수원시 팔달구 월드컵로311번길 12-2,442819.0,16236,127.034022213122,37.285847983474
씨유안성신라점,소매,종합 소매,편의점,경기도 안성시 대덕면 대학6길 26,456831.0,17546,127.225519044513,37.0032012590386
이마트24화성,소매,종합 소매,편의점,경기도 화성시 반월남길 4,445330.0,18383,127.063031425633,37.2244299847488
플러스마트,소매,종합 소매,슈퍼마켓,경기도 수원시 팔달구 세지로 381,442837.0,16242,127.027052626327,37.2844441607895
GS25금오종합점,소매,종합 소매,편의점,경기도 의정부시 장곡로 626,480937.0,11775,127.072291536562,37.7504510928616
정광슈퍼,소매,종합 소매,슈퍼마켓,경기도 용인시 기흥구 마북로154번길 14,446772.0,16910,127.124874209981,37.3030238420945
세븐일레븐분당청솔주공점,소매,종합 소매,편의점,경기도 성남시 분당구 미금로 218,463868.0,13617,127.113770446023,37.3521953422994
GS25오산중원,소매,종합 소매,편의점,경기도 오산시 오산로 242,447802.0,18138,127.068675292063,37.148431967045
대박마트,소매,종합 소매,슈퍼마켓,경기도 오산시 수청로50번길 9,447220.0,18110,127.058767545792,37.1747842194373
오마트,소매,종합 소매,슈퍼마켓,경기도 용인시 기흥구 기흥로116번길 58,446588.0,16961,127.117294362458,37.288434800473
월드마트,소매,종합 소매,슈퍼마켓,경기도 시흥시 정왕시장길 38,429856.0,15058,126.747755988543,37.34443051289
이튼마트,소매,종합 소매,슈퍼마켓,경기도 용인시 처인구 한터로152번길 2,449921.0,17149,127.227059485914,37.2484852273738
테이스트바,소매,종합 소매,슈퍼마켓,경기도 김포시 양촌읍 삼도로 196-24,415843.0,10049,126.597328046973,37.6083686877697
럭키마트,소매,종합 소매,슈퍼마켓,경기도 용인시 처인구 백옥대로 1384,449935.0,17041,127.213009552358,37.2583777461466
세븐일레븐부천범박점,소매,종합 소매,편의점,경기도 부천시 소사구 양지로92번길 40-1,422060.0,14783,126.812840862342,37.4711625625484
수원슈퍼,소매,종합 소매,슈퍼마켓,경기도 수원시 장안구 수성로 364,440818.0,16269,127.011864414641,37.2933849580793
하이웨이디씨클럽,소매,종합 소매,슈퍼마켓,경기도 수원시 권선구 매송고색로 565,441848.0,16632,126.966051463312,37.2473374809245
아이스크림할인점낙양점,소매,종합 소매,슈퍼마켓,경기도 의정부시 송양로 29,480080.0,11812,127.109251330362,37.7523056503835
메가마트삼성전자수원알3매점,소매,종합 소매,슈퍼마켓,경기도 수원시 영통구 삼성로 129,443742.0,16677,127.053139172334,37.2576383653782
대성할인마트,소매,종합 소매,슈퍼마켓,경기도 부천시 원미구 부천로148번길 43,420837.0,14567,126.788033121318,37.4971057057195
씨유통진대로점,소매,종합 소매,편의점,경기도 김포시 통진읍 김포대로 2090,415863.0,10017,126.61221887023,37.6850197391186
GS25야탑아델파크,소매,종합 소매,편의점,경기도 성남시 분당구 장미로 198,463836.0,13503,127.142982000125,37.4124330946225
CU화성동탄고점,소매,종합 소매,편의점,경기도 화성시 동탄공원로1길 26-20,445160.0,18436,127.060963755651,37.2033645256541
오케이아이스크림할인점(),소매,종합 소매,슈퍼마켓,경기도 양주시 백석읍 호명로 103-14,482939.0,11513,126.991179409528,37.7840969539881
창현슈퍼,소매,종합 소매,슈퍼마켓,경기도 오산시 대호로 27,447130.0,18119,127.05795233582,37.1541864528445
씨유평택수월암리점,소매,종합 소매,편의점,경기도 평택시 서탄면 서탄로 430,451852.0,17704,127.025901763316,37.1177228145092
뉴그랜드마트,소매,종합 소매,슈퍼마켓,경기도 수원시 권선구 매송고색로 722,441805.0,16649,126.983486990222,37.2512607391204
씨유목감로얄점,소매,종합 소매,편의점,경기도 시흥시 목감둘레로 253-5,429320.0,14986,126.861289975234,37.380614113618
새말상회,소매,종합 소매,슈퍼마켓,경기도 용인시 처인구 양지면 남평로231번길 32,449826.0,17162,127.309355048955,37.2302329247142
금성24시편의점,소매,종합 소매,슈퍼마켓,경기도 양주시 화합로 1355,482060.0,11450,127.062384874464,37.8440575365952
씨유시흥정왕,소매,종합 소매,편의점,경기도 시흥시 정왕시장길 74,429455.0,15052,126.750286419976,37.3470939120004
장단상회,소매,종합 소매,슈퍼마켓,경기도 고양시 덕양구 보광로 169,412500.0,10267,126.90977128805,37.7297975245433
얼음꽃아이스크림할인점,소매,종합 소매,슈퍼마켓,경기도 고양시 일산서구 대화2로 102,411802.0,10218,126.733839148892,37.6730225711447
GS25군포,소매,종합 소매,편의점,경기도 군포시 금재로12번길 13-1,435859.0,15834,126.941967902397,37.3611650035462
GS25산본주몽,소매,종합 소매,편의점,경기도 군포시 광정로 120,435709.0,15824,126.927088284978,37.363139026987
지에스25율암온천,소매,종합 소매,편의점,경기도 화성시 팔탄면 온천로 433,445913.0,18530,126.881000478064,37.1536272774601
한국유통청학점,소매,종합 소매,슈퍼마켓,경기도 남양주시 별내면 청학로92번길 3,472811.0,12084,127.116649100893,37.708511400272
구내매점,소매,종합 소매,슈퍼마켓,경기도 고양시 덕양구 용두로47번길 30-6,412110.0,10549,126.887266632424,37.6239401938182
GS25광주텃골점,소매,종합 소매,편의점,경기도 광주시 텃골길26번길 5,464080.0,12768,127.214854046,37.4074498205072
씨유,소매,종합 소매,편의점,경기도 수원시 권선구 금곡로140번길 95-38,441450.0,16387,126.943222615341,37.268863662047
이마트24시흥오이도로점,소매,종합 소매,편의점,경기도 시흥시 오이도로 21,429937.0,15014,126.700737545955,37.3451408521667
씨유시화베스트점,소매,종합 소매,편의점,경기도 시흥시 공단1대로196번길 16,429849.0,15090,126.722422851965,37.3374989452684
지에스25부천원미초점,소매,종합 소매,편의점,경기도 부천시 원미구 부흥로413번길 35,420841.0,14572,126.787701764187,37.4903205395323
쉼터동구박,소매,종합 소매,슈퍼마켓,경기도 의정부시 호국로 1782,480110.0,11766,127.094618480925,37.7652201417859
유명쉼터,소매,종합 소매,슈퍼마켓,경기도 가평군 설악면 유명로 1724,477854.0,12466,127.47947771991,37.676781064005
팜할인마트,소매,종합 소매,슈퍼마켓,경기도 안산시 상록구 본오로 45,426816.0,15562,126.866047977098,37.289119931124
세븐일레븐소사,소매,종합 소매,편의점,경기도 부천시 소사구 성주로132번길 22-2,422820.0,14746,126.770934322067,37.4787022741983
씨유화성광평,소매,종합 소매,편의점,경기도 화성시 서신면 당성로 2,445881.0,18553,126.688933504002,37.1750032143654
케이스야,소매,종합 소매,슈퍼마켓,경기도 군포시 산본로249번길 10-1,435817.0,15857,126.940708116098,37.3554698840437
아이스박스정자두견,소매,종합 소매,슈퍼마켓,경기도 수원시 장안구 정자천로188번길 53,440831.0,16315,126.997755656091,37.2943856831855
더달달덕소하늘채점,소매,종합 소매,슈퍼마켓,경기도 남양주시 와부읍 수레로 88,472901.0,12207,127.219548124476,37.5912641339306
세븐일레븐여주신륵사점,소매,종합 소매,편의점,경기도 여주시 신륵사길 26,469121.0,12636,127.655301881679,37.2985634404133
신구멍가게24시흥배곧대방점,소매,종합 소매,편의점,경기도 시흥시 배곧4로 81-39,,15010,126.737186576464,37.3753216732497
가판점,소매,종합 소매,슈퍼마켓,경기도 군포시 군포로 601,435817.0,15839,126.947861463854,37.3594648064248
씨유수지,소매,종합 소매,편의점,경기도 용인시 수지구 문인로31번길 17-34,448552.0,16829,127.101191703855,37.3314200108054
씨유경안,소매,종합 소매,편의점,경기도 광주시 역동로10번길 20-2,464807.0,12759,127.257590989616,37.4064634173356
이마트24,소매,종합 소매,편의점,경기도 안산시 상록구 상록수로 16,426815.0,15532,126.861580423911,37.3023780500851
청진슈퍼,소매,종합 소매,슈퍼마켓,경기도 파주시 법원읍 사임당로 807,413874.0,10826,126.870493795867,37.8498770620961
참누리마트,소매,종합 소매,슈퍼마켓,경기도 안산시 단원구 석수로 48,425829.0,15232,126.807951223673,37.3407772446378
GS25안산매화점,소매,종합 소매,편의점,경기도 안산시 상록구 매화로4길 1,426857.0,15518,126.861712739481,37.304036110056
진로할인마트,소매,종합 소매,슈퍼마켓,경기도 남양주시 퇴계원읍 퇴계원로 116,472822.0,12119,127.144287645197,37.656656594321
라쿠나,소매,종합 소매,슈퍼마켓,경기도 가평군 청평면 호반로 844,477811.0,12456,127.47756505755,37.7090795396603
씨유뉴정자,소매,종합 소매,편의점,경기도 성남시 분당구 황새울로116번길 14,463874.0,13610,127.111472230505,37.3703532217084
대림상사,소매,종합 소매,슈퍼마켓,경기도 남양주시 진건읍 양진로 255,472831.0,12241,127.174775152892,37.6432718186421
아이지에이마트화성이화점,소매,종합 소매,편의점,경기도 화성시 우정읍 남양만로 517-4,445954.0,18573,126.801167439809,37.0320384117281
오케이아이스크림,소매,종합 소매,슈퍼마켓,경기도 양주시 덕정길 46,482060.0,11450,127.064736425046,37.8437859814328
세븐용인우남점,소매,종합 소매,편의점,경기도 용인시 처인구 낙은로 59,449933.0,17045,127.196789213376,37.2414662101653
