상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,도로명주소,구우편번호,신우편번호,경도,위도
씨유양주오,소매,종합 소매,편의점,경기도 양주시 장흥면 북한산로 876,482811.0,11523,126.970347786404,37.7000241318721
하이스크림,소매,종합 소매,슈퍼마켓,경기도 시흥시 진말로 36-1,429738.0,15002,126.785912042241,37.3803485082824
지에스25원흥비,소매,종합 소매,편의점,경기도 고양시 덕양구 권율대로 690,412040.0,10558,126.875622873947,37.6504534814544
씨유평택,소매,종합 소매,편의점,경기도 평택시 자유로8번길 9,450831.0,17909,127.090855217352,36.992216316872
지에스25동탄노작점,소매,종합 소매,편의점,경기도 화성시 노작로2길 2,445160.0,18459,127.081164019986,37.1955763311805
신갈고등학교매점,소매,종합 소매,슈퍼마켓,경기도 용인시 기흥구 백남준로 13,446905.0,17068,127.111312491729,37.2697620299899
세븐일레븐평택롯데,소매,종합 소매,편의점,경기도 평택시 평택5로 261,450151.0,17881,127.09724501395,36.9994920023275
세븐안산주공점,소매,종합 소매,편의점,경기도 안산시 단원구 초지2로 43,425877.0,15449,126.813520104625,37.3066460592558
빵집오빠화도점,소매,종합 소매,슈퍼마켓,경기도 남양주시 화도읍 마석로 37,472845.0,12176,127.306142131292,37.6542573111633
세븐일레븐경기광주목방,소매,종합 소매,편의점,경기도 광주시 곤지암읍 경충대로493번길 29,464872.0,12812,127.350000236538,37.3421724036437
송백,소매,종합 소매,슈퍼마켓,경기도 용인시 처인구 경안천로256번길 103,449920.0,17039,127.231268783578,37.2501620304104
슈퍼마켓,소매,종합 소매,슈퍼마켓,경기도 고양시 덕양구 동축로 70,412090.0,10594,126.91173131195,37.645773882794
비지에프리테일기아,소매,종합 소매,편의점,경기도 화성시 우정읍 기아자동차로 95,445951.0,18571,126.788975421219,37.0392620013002
세븐일레븐창현원룸점,소매,종합 소매,편의점,경기도 남양주시 화도읍 경춘로1922번길 19,472848.0,12184,127.302419891236,37.6501674550959
세븐일레븐화도라온점,소매,종합 소매,편의점,경기도 남양주시 화도읍 경춘로1876번길 3,472843.0,12178,127.297012206476,37.6523885946588
세븐일산마두힐링점,소매,종합 소매,편의점,경기도 고양시 일산동구 일산로286번길 8-1,410812.0,10412,126.786728286704,37.6613632797243
세븐일레븐묵현천마점,소매,종합 소매,편의점,경기도 남양주시 화도읍 먹갓로서길 33,472846.0,12169,127.272234678929,37.6601157126063
지에스25북위례호반점,소매,종합 소매,편의점,경기도 하남시 위례대로6길 20-2,465240.0,13011,127.152686386661,37.4853669804366
지에스25광주지월점,소매,종합 소매,편의점,경기도 광주시 초월읍 설월길23번길 20-2,464863.0,12740,127.283596852723,37.4257937649353
판다지,소매,종합 소매,슈퍼마켓,경기도 광주시 문화로 107-22,464802.0,12753,127.250539451363,37.4121820118865
더조은슈퍼,소매,종합 소매,슈퍼마켓,경기도 평택시 포승읍 포승산단로13번길 37-23,451821.0,17961,126.854360155865,36.9625791233997
대가캠핑유원지,소매,종합 소매,슈퍼마켓,경기도 가평군 북면 가화로 1073-100,477841.0,12405,127.543373013695,37.8871647680272
세븐일레븐광명해모로점,소매,종합 소매,편의점,경기도 광명시 광명로865번길 17,423812.0,14289,126.850994041543,37.4767850710867
세븐일레븐화성장안,소매,종합 소매,편의점,경기도 화성시 장안면 장안로 257,445941.0,18583,126.845027073234,37.085185983089
해든캠핑편의점,소매,종합 소매,슈퍼마켓,경기도 포천시 영북면 비둘기낭길 78,487891.0,11108,127.22449589482,38.0747784888992
지에스25이천이평점,소매,종합 소매,편의점,경기도 이천시 마장면 덕평로 703,467812.0,17389,127.370523961193,37.2217407235905
해만당화과자공방,소매,종합 소매,슈퍼마켓,경기도 파주시 해올1길 12,413080.0,10865,126.729515747637,37.7336121426878
별난간식,소매,종합 소매,슈퍼마켓,경기도 안성시 공도읍 송원길 23,456823.0,17550,127.172567319478,37.0075161226267
씨유금곡삼익점,소매,종합 소매,편의점,경기도 수원시 권선구 금호로 39,441841.0,16396,126.956210508081,37.2690403762367
세븐일레븐양주,소매,종합 소매,편의점,경기도 양주시 은현면 화합로 1083,482863.0,11429,127.036735106821,37.8521949247395
지에스25마장,소매,종합 소매,편의점,경기도 이천시 마장면 오천로 22,467814.0,17387,127.35099168002,37.2544359414664
희락,소매,종합 소매,슈퍼마켓,경기도 성남시 중원구 둔촌대로 388,462729.0,13403,127.159290694704,37.4326310691712
타이젭마트,소매,종합 소매,슈퍼마켓,경기도 평택시 신장1로17번길 22,459120.0,17751,127.050778669785,37.0826091975888
모아모아김포디에트르점,소매,종합 소매,슈퍼마켓,경기도 김포시 통진읍 율마로450번길 17,415865.0,10017,126.604286679689,37.6907325808398
아이비씨푸드,소매,종합 소매,슈퍼마켓,경기도 용인시 처인구 포곡읍 포곡로 91,449812.0,17027,127.215733349616,37.2687618117151
래빗전자담배양주,소매,종합 소매,슈퍼마켓,경기도 양주시 옥정로 208,482130.0,11473,127.092155899931,37.8202257630342
지에스25제부매바위점,소매,종합 소매,편의점,경기도 화성시 서신면 해안길 218,445883.0,18553,126.618763810883,37.1606787566971
세븐일레븐양주고읍해동점,소매,종합 소매,편의점,경기도 양주시 고읍남로 6-6,482030.0,11492,127.080124907604,37.7961969828718
피터랜드,소매,종합 소매,슈퍼마켓,경기도 고양시 덕양구 내유길80번길 7,412802.0,10264,126.857209792953,37.7209070520874
씨유고촌강변,소매,종합 소매,편의점,경기도 김포시 고촌읍 신곡로 1,415819.0,10125,126.775174158514,37.6029940919927
얼음정원,소매,종합 소매,슈퍼마켓,경기도 고양시 일산동구 산두로 35,410812.0,10412,126.789662904388,37.6616208234485
세븐일레븐월곶,소매,종합 소매,편의점,경기도 시흥시 월곶중앙로 58,429834.0,14966,126.739002262595,37.3889401312945
제로스토어신,소매,종합 소매,슈퍼마켓,경기도 부천시 원미구 길주로 262,420852.0,14548,126.771414067863,37.5030663958671
해냄유통,소매,종합 소매,슈퍼마켓,경기도 용인시 기흥구 동백죽전대로527번길 108,446916.0,16987,127.143082227001,37.280828705376
뻥튀기방앗간,소매,종합 소매,슈퍼마켓,경기도 고양시 덕양구 행신로 266,412220.0,10486,126.844685233172,37.6187652150156
미리내,소매,종합 소매,슈퍼마켓,경기도 안성시 양성면 미리내성지로 284-15,456932.0,17500,127.26165750922,37.12961925919
지에스25인터파크점,소매,종합 소매,편의점,경기도 성남시 수정구 금토로 70,461370.0,13453,127.087059827485,37.4054595453029
씨유포천포레스트점,소매,종합 소매,편의점,경기도 포천시 화현면 봉화로 230,487842.0,11125,127.28056303296,37.8700115247302
세븐일레븐망포원룸점,소매,종합 소매,편의점,경기도 수원시 영통구 영통로90번길 47,443400.0,16692,127.058918875418,37.2391101569402
리리마트,소매,종합 소매,슈퍼마켓,경기도 포천시 소흘읍 솔모루로78번길 1,487823.0,11174,127.147086051448,37.8282785813269
뻥튀기마트,소매,종합 소매,슈퍼마켓,경기도 평택시 탄현로 223,459110.0,17765,127.054842800281,37.0726685807053
씨유문산,소매,종합 소매,편의점,경기도 파주시 문산읍 우계로 491,413902.0,10813,126.789795225673,37.8594278609009
씨유성남수진역점,소매,종합 소매,편의점,경기도 성남시 수정구 탄리로8번길 13,461814.0,13344,127.141393922614,37.4389248973186
씨유안중,소매,종합 소매,편의점,경기도 평택시 안중읍 안중로 140,451884.0,17936,126.931895338906,36.9887894096698
중억통,소매,종합 소매,슈퍼마켓,경기도 평택시 평택1로9번길 34,450826.0,17911,127.085667321793,36.9939142105071
지에스25덕계,소매,종합 소매,편의점,경기도 양주시 평화로1429번길 89-53,482050.0,11442,127.040479075466,37.8210296804433
지에스25북한강백월리점,소매,종합 소매,편의점,경기도 남양주시 화도읍 북한강로 1105,472842.0,12194,127.340190497999,37.6133765994127
지에스25파주역점,소매,종합 소매,편의점,경기도 파주시 파주읍 주라위1길 9-18,413861.0,10838,126.795264668965,37.8170476643992
지에스25태전늘푸른점,소매,종합 소매,편의점,경기도 광주시 태전동로 27,464808.0,12787,127.233842743785,37.3862127911044
세븐일레븐평택진위역점,소매,종합 소매,편의점,경기도 평택시 진위면 진위서로 10,451864.0,17714,127.064724587329,37.1091298383182
씨유안양,소매,종합 소매,편의점,경기도 안양시 만안구 안양로548번길 25,430852.0,13962,126.908350124226,37.4183316420897
헬로아이스&문구완구,소매,종합 소매,슈퍼마켓,경기도 성남시 분당구 성남대로 389,463811.0,13555,127.107487748167,37.3708434636429
지에스25동탄르보아점,소매,종합 소매,편의점,경기도 화성시 동탄대로 557-9,445150.0,18478,127.097967571104,37.2031865247656
세븐일레븐이천SK점,소매,종합 소매,편의점,경기도 이천시 부발읍 대산로288번길 96,467864.0,17331,127.47490317796,37.2504627158943
씨유성남월드점,소매,종합 소매,편의점,경기도 성남시 중원구 성남대로1130번길 15,462828.0,13366,127.13124388533,37.4308184540326
세븐일레븐용인구갈타운점,소매,종합 소매,편의점,경기도 용인시 기흥구 기흥로14번길 12-2,446569.0,16975,127.117356148674,37.277388003807
세븐일레븐의정부회룡역점,소매,종합 소매,편의점,경기도 의정부시 외미로 104-12,480853.0,11638,127.046732668621,37.7236601476239
지에스25월곶아이원점,소매,종합 소매,편의점,경기도 시흥시 월곶중앙로14번길 27,429928.0,14967,126.743857486125,37.3890678802294
우리동네국민상회,소매,종합 소매,슈퍼마켓,경기도 광명시 광명로848번길 42,423817.0,14274,126.850053386413,37.4722788350547
깔깔깔아이스크림브리시티점,소매,종합 소매,슈퍼마켓,경기도 평택시 고덕국제대로 77,,18018,127.041906505188,37.0443621295514
세븐미사안강점,소매,종합 소매,편의점,경기도 하남시 미사강변중앙로 212,465150.0,12913,127.189466279873,37.5655118190055
아이스헌터장곡숲속,소매,종합 소매,슈퍼마켓,경기도 시흥시 장곡로53번길 12,429842.0,15002,126.782507943938,37.3783510365304
노브랜드화성동탄리치안점,소매,종합 소매,슈퍼마켓,경기도 화성시 동탄순환대로 263,,18501,127.118576608735,37.1711532627029
더조은마트,소매,종합 소매,슈퍼마켓,경기도 고양시 일산동구 율천로8번길 14,410812.0,10407,126.784256128043,37.6657916030334
아이스크림,소매,종합 소매,슈퍼마켓,경기도 수원시 영통구 중부대로 280,443800.0,16531,127.046216368719,37.2737789291799
세븐일레븐안양,소매,종합 소매,편의점,경기도 안양시 만안구 전파로 21,430815.0,14085,126.935045298913,37.3908321553682
세븐일레븐고양,소매,종합 소매,편의점,경기도 고양시 일산동구 중앙로 1036,410816.0,10450,126.789658264704,37.643177728984
제로스토어옥정,소매,종합 소매,슈퍼마켓,경기도 양주시 옥정동로7다길 54,482130.0,11473,127.092814168497,37.8198468443239
무지개마트,소매,종합 소매,슈퍼마켓,경기도 안성시 대덕면 중앙대학로 129,456831.0,17546,127.225275827907,37.0007327612589
씨유한림대학교성심,소매,종합 소매,편의점,경기도 안양시 동안구 관평로170번길 22,431796.0,14068,126.96197759447,37.3916548023958
사리현IC마트,소매,종합 소매,슈퍼마켓,경기도 고양시 일산동구 성현로 536,410530.0,10259,126.840444237207,37.6951177149454
씨유수동IC점,소매,종합 소매,편의점,경기도 남양주시 수동면 남가로 1510,472852.0,12031,127.325936783258,37.7002531260342
씨유동탄G,소매,종합 소매,편의점,경기도 화성시 동탄첨단산업2로 43,445130.0,18467,127.101473623521,37.2136808090179
세븐일레븐이천고백점,소매,종합 소매,편의점,경기도 이천시 부발읍 중부대로 2016,467862.0,17317,127.530071968155,37.2931807245857
심쿵아이스크림,소매,종합 소매,슈퍼마켓,경기도 고양시 일산동구 일산로 451,410829.0,10359,126.776627748047,37.6735438375187
씨유의정신곡주공점,소매,종합 소매,편의점,경기도 의정부시 능곡로 6,480936.0,11745,127.058337102577,37.7389714767059
지에스25세류버드내,소매,종합 소매,편의점,경기도 수원시 권선구 정조로543번길 17,441869.0,16587,127.010641414326,37.2580102289144
지에스더프레시의왕고천점,소매,종합 소매,슈퍼마켓,경기도 의왕시 고천길 19-12,437801.0,16061,126.975553709875,37.34967959313
지에스25성남쉼터점,소매,종합 소매,편의점,경기도 성남시 수정구 대왕판교로 974,461370.0,13105,127.102461617787,37.4272338296502
씨유여주대신,소매,종합 소매,편의점,경기도 여주시 대신면 여양로 1471-1,469844.0,12610,127.584997729871,37.3735902295752
아이스크림스토리의정부역점,소매,종합 소매,슈퍼마켓,경기도 의정부시 신흥로222번길 5-30,480848.0,11651,127.045311156545,37.7362833041871
진로농수산,소매,종합 소매,슈퍼마켓,경기도 용인시 기흥구 금화로58번길 8,446905.0,17072,127.109814939479,37.2633390038316
토속콩사랑,소매,종합 소매,슈퍼마켓,경기도 포천시 일동면 영일로 955-45,487851.0,11120,127.308509773499,37.9516118208104
세븐일레븐안양오비즈점,소매,종합 소매,편의점,경기도 안양시 동안구 벌말로 126,431062.0,14057,126.9703084744,37.3995321203466
미니스톱시흥물왕점,소매,종합 소매,편의점,경기도 시흥시 금화로 461,429821.0,14981,126.829861448612,37.3881236461553
보성인터내셔널,소매,종합 소매,슈퍼마켓,경기도 안산시 단원구 원곡로3길 3,425845.0,15375,126.794152556411,37.331437394453
애니타임365,소매,종합 소매,편의점,경기도 시흥시 큰솔로12번안길 10-9,429855.0,15060,126.753462105267,37.3388651777898
GS25포천마루점,소매,종합 소매,편의점,경기도 포천시 소흘읍 태봉로 17,487826.0,11184,127.135439612171,37.8200938512228
지에스25별내만남,소매,종합 소매,편의점,경기도 남양주시 별내면 송산로 677,472811.0,12090,127.123846171961,37.6991789754719
오이도토토,소매,종합 소매,편의점,경기도 시흥시 오이도9길 16,429867.0,15015,126.688543195655,37.3410907980482
CU파주중고점,소매,종합 소매,편의점,경기도 파주시 쇠재1길 25-2,413818.0,10934,126.779368314857,37.7509064470414
해빛인계,소매,종합 소매,편의점,경기도 수원시 팔달구 권광로180번길 19,442835.0,16488,127.0338768927,37.2635382624187
비케이컴퍼니,소매,종합 소매,슈퍼마켓,경기도 구리시 건원대로34번길 90,471841.0,11922,127.145853107619,37.6052804852024
골프장슈퍼,소매,종합 소매,슈퍼마켓,경기도 남양주시 수동면 비룡로 747-9,472852.0,12031,127.324994748847,37.7052471077647
세븐일레븐수원,소매,종합 소매,편의점,경기도 수원시 권선구 경수대로 270,441713.0,16585,127.020097097201,37.2501068484906
남양주슈퍼,소매,종합 소매,슈퍼마켓,경기도 화성시 서신면 제부말길 89,445883.0,18553,126.625119312948,37.1686012577735
씨유시화아이비점,소매,종합 소매,편의점,경기도 시흥시 서촌상가4길 17,429452.0,15036,126.731094264364,37.3456192108702
창진유통,소매,종합 소매,슈퍼마켓,경기도 수원시 권선구 곡반정로 155,441400.0,16670,127.032931676107,37.2416792048246
한마음마트,소매,종합 소매,슈퍼마켓,경기도 시흥시 금오로575번길 3,429120.0,14927,126.833445658877,37.4523532625045
아이지에이마트부발무촌점,소매,종합 소매,편의점,경기도 이천시 부발읍 황무로 1275,467863.0,17323,127.481874312415,37.2884581336871
미니스톱소사,소매,종합 소매,편의점,경기도 부천시 소사구 호현로 479-1,422807.0,14755,126.793235176559,37.480644530099
지에스25양지타운점,소매,종합 소매,편의점,경기도 용인시 처인구 양지면 남평로 81,449823.0,17161,127.292308678445,37.2280596555305
지에스25킨텍스드림,소매,종합 소매,편의점,경기도 고양시 일산서구 킨텍스로 240,411410.0,10391,126.751092479003,37.6658614294192
세븐일레븐산운,소매,종합 소매,편의점,경기도 성남시 분당구 하오개로 381,463440.0,13455,127.061274441791,37.3921946636953
지에스25우만빌리지,소매,종합 소매,편의점,경기도 수원시 팔달구 중부대로223번길 71-7,442816.0,16496,127.040829881503,37.2792952754975
에스할인마트,소매,종합 소매,슈퍼마켓,경기도 수원시 장안구 덕영대로425번길 60,440824.0,16357,126.970030356284,37.3037256617304
프리웨이스토어,소매,종합 소매,슈퍼마켓,경기도 광주시 회안대로 605,464070.0,12748,127.237984125774,37.4067838235837
미니스톱포천일동점,소매,종합 소매,편의점,경기도 포천시 일동면 화동로1063번길 1-4,487851.0,11116,127.317799879132,37.9582449889551
씨유도이치오토월드점,소매,종합 소매,편의점,경기도 수원시 권선구 권선로 308-5,441230.0,16602,126.98783676458,37.2580641449446
아이스봉봉,소매,종합 소매,슈퍼마켓,경기도 고양시 덕양구 원당로125번길 5,412810.0,10298,126.83870022084,37.6627251892032
K할인마트오산리점,소매,종합 소매,슈퍼마켓,경기도 파주시 조리읍 등원로 241,413821.0,10949,126.823631020783,37.7660991927741
이마트24성남,소매,종합 소매,편의점,경기도 성남시 수정구 태평로 65,461192.0,13283,127.132791763131,37.4499903159832
세븐일산은행마을점,소매,종합 소매,편의점,경기도 고양시 일산동구 은행마을로 95,410820.0,10304,126.806240945563,37.6713978159653
대성상회,소매,종합 소매,슈퍼마켓,경기도 여주시 대신면 여양로 1455,469844.0,12610,127.586707476581,37.3742304894133
GS25동탄휴먼시아,소매,종합 소매,편의점,경기도 화성시 동탄중앙로 101,445827.0,18439,127.069820802732,37.1945113067507
유한슈퍼,소매,종합 소매,슈퍼마켓,경기도 이천시 중리천로13번길 1,467020.0,17368,127.439483807998,37.2807390897277
한양슈퍼,소매,종합 소매,슈퍼마켓,경기도 광주시 도척면 도척로 310,464883.0,12814,127.336427241604,37.3251553314702
세븐성남을지산성점,소매,종합 소매,편의점,경기도 성남시 중원구 산성대로 558,462831.0,13152,127.166469799516,37.4601020832472
가람,소매,종합 소매,슈퍼마켓,경기도 가평군 북면 논남기길 277,477841.0,12400,127.43290201249,37.9650041103155
온누리,소매,종합 소매,슈퍼마켓,경기도 포천시 이동면 화동로 2065-1,487863.0,11111,127.366333800477,38.0321509615186
세븐일레븐김포하성원산점,소매,종합 소매,편의점,경기도 김포시 하성면 하성로 297,415887.0,10013,126.636047464868,37.7015924799788
CU의정부,소매,종합 소매,편의점,경기도 의정부시 평화로 274,480856.0,11709,127.047488011268,37.7164070182211
이마트24평택,소매,종합 소매,편의점,경기도 평택시 조개터로38번길 14,450833.0,17904,127.103411446119,36.9902687135695
안녕리복자리편의점,소매,종합 소매,슈퍼마켓,경기도 화성시 안녕남로 43,445380.0,18364,126.9886687414,37.1974687700579
이레마트,소매,종합 소매,슈퍼마켓,경기도 의정부시 흥선로5번길 16,480815.0,11675,127.031078338722,37.7480365518928
베스트원포천,소매,종합 소매,슈퍼마켓,경기도 포천시 신북면 포천로 2148-1,487913.0,11136,127.187743960236,37.9420012527066
CU주영,소매,종합 소매,편의점,경기도 양주시 고암길 200-8,482752.0,11453,127.075191351664,37.8351306124202
지에스25경희체육경영점,소매,종합 소매,편의점,경기도 용인시 기흥구 덕영대로 1732,446701.0,17104,127.081177612553,37.239808816799
지에스25광주경화타운점,소매,종합 소매,편의점,경기도 광주시 수하길11번길 15,464901.0,12741,127.261715429367,37.4167259552743
이마트24하남루첸점,소매,종합 소매,편의점,경기도 하남시 하남유니온로 30-1,465032.0,12948,127.212668791461,37.5452089021184
하이브마트,소매,종합 소매,슈퍼마켓,경기도 고양시 덕양구 흥도로454번길 56,412020.0,10480,126.854679769309,37.6456993826229
형제슈퍼,소매,종합 소매,슈퍼마켓,경기도 포천시 소흘읍 송우로186번길 38-3,487823.0,11171,127.13275865498,37.8388007305786
씨유내삼미원룸점,소매,종합 소매,편의점,경기도 오산시 수청로 75,447220.0,18110,127.055738762657,37.1751100628632
씨유로점,소매,종합 소매,편의점,경기도 김포시 김포한강8로194번길 8-17,415090.0,10068,126.644851282593,37.6388303319223
씨유광주,소매,종합 소매,편의점,경기도 광주시 광남안로 204,464020.0,12770,127.208022316817,37.3835669734965
아이스크림구멍가게,소매,종합 소매,슈퍼마켓,경기도 여주시 세종로214번길 51,469108.0,12652,127.631423174025,37.2780778229646
대흥슈퍼,소매,종합 소매,슈퍼마켓,경기도 양주시 은현면 봉암길 25,482862.0,11425,127.00685678158,37.9079511113853
세븐일레븐안산,소매,종합 소매,편의점,경기도 안산시 단원구 보화로 10,425841.0,15270,126.828228256753,37.3318161425665
세븐일레븐김포대점,소매,종합 소매,편의점,경기도 김포시 월곶면 용강로 73,415873.0,10021,126.55810439196,37.725697288611
두배로마트,소매,종합 소매,슈퍼마켓,경기도 양주시 남면 화합로 578,482871.0,11409,126.994033129638,37.8712285826737
형제슈퍼,소매,종합 소매,슈퍼마켓,경기도 동두천시 어수로 85-2,483032.0,11330,127.052326199779,37.9027772710682
두리상회,소매,종합 소매,슈퍼마켓,경기도 의정부시 호국로1183번길 39,480812.0,11667,127.035138989692,37.7450081576231
세븐일레븐동두천지행역점,소매,종합 소매,편의점,경기도 동두천시 지행로 59,483010.0,11346,127.053774264759,37.8926950427555
제일편의점,소매,종합 소매,슈퍼마켓,경기도 동두천시 광암로 7,483040.0,11321,127.082744409744,37.8949576363807
지에스25금촌,소매,종합 소매,편의점,경기도 파주시 원앙길 51,413803.0,10931,126.776940687005,37.7658128459458
씨유용인왕산점,소매,종합 소매,편의점,경기도 용인시 처인구 모현읍 백옥대로2432번길 6,449854.0,17035,127.250651046944,37.3405234375786
세븐오산대림점,소매,종합 소매,편의점,경기도 오산시 세남로 28-7,447270.0,18105,127.034318710983,37.1936889309672
지에스25심곡새로나점,소매,종합 소매,편의점,경기도 부천시 원미구 부흥로352번길 10,420824.0,14629,126.780966902666,37.4926869003281
오거리마트,소매,종합 소매,슈퍼마켓,경기도 성남시 중원구 희망로326번길 31-1,462815.0,13240,127.160779776709,37.4368097635441
충남슈퍼,소매,종합 소매,슈퍼마켓,경기도 동두천시 평화로 2364,483030.0,11357,127.058042211934,37.898630245942
GS25덕계,소매,종합 소매,편의점,경기도 양주시 평화로1435번길 10,482050.0,11443,127.046145656427,37.8195139890334
해피타임,소매,종합 소매,슈퍼마켓,경기도 포천시 이동면 화동로 2318-6,487862.0,11110,127.382383995333,38.0499380396976
씨유원흥,소매,종합 소매,편의점,경기도 고양시 덕양구 권율대로 512,412060.0,10551,126.870344284768,37.6362663162461
세븐일레븐원흥반도스퀘어,소매,종합 소매,편의점,경기도 고양시 덕양구 삼송로 12,412040.0,10564,126.875545025427,37.6495704363779
이마트24평택신대점,소매,종합 소매,편의점,경기도 평택시 삽다리길 34-3,450820.0,17831,127.056914382404,37.0006715769895
세븐일레븐부천고강센타점,소매,종합 소매,편의점,경기도 부천시 오정구 고리울로51번길 60,421803.0,14406,126.822356009314,37.5298506904749
싼타슈퍼,소매,종합 소매,슈퍼마켓,경기도 시흥시 군서마을로 42,429455.0,15052,126.747402335777,37.3455650529308
씨유안산사동중앙,소매,종합 소매,편의점,경기도 안산시 상록구 후곡4길 21,426823.0,15589,126.848067603872,37.2968831763799
지에스25의정반디점,소매,종합 소매,편의점,경기도 의정부시 신촌로63번길 3,480814.0,11677,127.041552750026,37.7507182089793
이마트24아침고요수목원,소매,종합 소매,편의점,경기도 가평군 상면 청군로 697,477824.0,12447,127.371650502371,37.7739069425713
씨유궐동우남점,소매,종합 소매,편의점,경기도 오산시 궐리사로29번길 6,447140.0,18121,127.056189762411,37.1606929425244
미래마켓,소매,종합 소매,슈퍼마켓,경기도 수원시 영통구 봉영로1770번길 21,443817.0,16713,127.083078735892,37.2674154712134
물향기마트,소매,종합 소매,슈퍼마켓,경기도 오산시 오산대역로132번길 27-2,447290.0,18118,127.058965911055,37.1692246049336
아이스박스수원,소매,종합 소매,슈퍼마켓,경기도 수원시 영통구 에듀타운로 23,443270.0,16509,127.052008016265,37.2847602009471
지에스25양주광사로점,소매,종합 소매,편의점,경기도 양주시 부흥로 1830,482030.0,11489,127.070500284299,37.7879683496133
미니스톱풍무,소매,종합 소매,편의점,경기도 김포시 풍무로 73,415809.0,10116,126.721159584708,37.6021039858648
굿모닝마트,소매,종합 소매,슈퍼마켓,경기도 시흥시 정왕대로 342,429858.0,15062,126.748711477745,37.3387921109291
승희슈퍼,소매,종합 소매,슈퍼마켓,경기도 안산시 단원구 화정천동로1안길 23,425844.0,15251,126.820970290123,37.3424014939381
지에스25성남운동장점,소매,종합 소매,편의점,경기도 성남시 중원구 광명로 41-2,462827.0,13355,127.13364471322,37.4339332787992
세븐평택비전현대점,소매,종합 소매,편의점,경기도 평택시 동부공원로 24,450811.0,17873,127.116827720331,36.9928964418754
쎄븐7묵현,소매,종합 소매,편의점,경기도 남양주시 화도읍 묵현로양현1길 8,472846.0,12167,127.292232028424,37.6586623394062
100번길편의점,소매,종합 소매,슈퍼마켓,경기도 안성시 서운면 청룡길 100,456852.0,17609,127.287197740921,36.9102381830355
씨유수지현대점,소매,종합 소매,편의점,경기도 용인시 수지구 정평로 16,448992.0,16843,127.0894406244,37.3178419053285
이마트24동탄기흥로점,소매,종합 소매,편의점,경기도 화성시 동탄기흥로277번길 12,445150.0,18487,127.091514206416,37.1855220466493
CU안양,소매,종합 소매,편의점,경기도 안양시 만안구 양화로135번길 18,430846.0,13980,126.908118535898,37.4044647743509
예스식자재,소매,종합 소매,슈퍼마켓,경기도 수원시 장안구 장안로 77,440834.0,16314,127.002379585306,37.2913401728889
이마트24시흥오이도역점,소매,종합 소매,편의점,경기도 시흥시 역전로 427,429773.0,15019,126.73680140212,37.3627695578216
코리아세븐동탄,소매,종합 소매,편의점,경기도 화성시 동탄첨단산업1로 20,445130.0,18469,127.091398691269,37.2111480511586
홈할인마트,소매,종합 소매,슈퍼마켓,경기도 안산시 상록구 항호2길 10,426824.0,15626,126.846253091442,37.285149329165
세븐일레븐송능공단점,소매,종합 소매,편의점,경기도 남양주시 진건읍 진건오남로390번길 4,472835.0,12129,127.200414818401,37.6722065847556
위지푸드시티,소매,종합 소매,슈퍼마켓,경기도 포천시 소흘읍 솔모루로 110,487823.0,11174,127.149260598529,37.8307624812247
세븐안산한양대원룸,소매,종합 소매,편의점,경기도 안산시 상록구 학사4길 20,426896.0,15587,126.840504542226,37.2999547693137
강릉초당,소매,종합 소매,슈퍼마켓,경기도 하남시 미사강변한강로364번안길 42,465013.0,12929,127.204180795379,37.5572251614632
지에스25광교센트럴,소매,종합 소매,편의점,경기도 수원시 영통구 도청로 10,443270.0,16508,127.055640423636,37.2865516163904
세븐일레븐양주덕도리점,소매,종합 소매,편의점,경기도 양주시 광적면 화합로 150,482843.0,11412,126.953887945618,37.8567684611896
터틀플,소매,종합 소매,슈퍼마켓,경기도 고양시 일산서구 중앙로 1376,411742.0,10366,126.766625415045,37.6677942496231
아이스크림할인점-일영마트일영점,소매,종합 소매,슈퍼마켓,경기도 양주시 장흥면 일영로 607,482813.0,11524,126.930209842383,37.6967186463792
두배로마트,소매,종합 소매,슈퍼마켓,경기도 파주시 월롱면 휴암로 26,413812.0,10946,126.789732836818,37.7973429874161
운정타이마트,소매,종합 소매,슈퍼마켓,경기도 파주시 운정로 96,413140.0,10910,126.776064413826,37.7214115258373
도깨비냉장고,소매,종합 소매,슈퍼마켓,경기도 용인시 수지구 문인로 59,448765.0,16830,127.096960586836,37.3316127704118
지에스25정자벽산점,소매,종합 소매,편의점,경기도 수원시 장안구 정자천로188번길 49,440831.0,16315,126.997654150302,37.2944757849701
GS25성남시콕스점,소매,종합 소매,편의점,경기도 성남시 중원구 둔촌대로 484,462737.0,13229,127.170620335021,37.4312817559005
한다리슈퍼,소매,종합 소매,슈퍼마켓,경기도 구리시 한다리길 6,471021.0,11955,127.128485216245,37.5815325221591
지에스25안성미양공단점,소매,종합 소매,편의점,경기도 안성시 안성맞춤대로 741,456280.0,17595,127.264171276487,36.9816487691854
씨유수지풍,소매,종합 소매,편의점,경기도 용인시 수지구 풍덕천로160번길 6,448554.0,16835,127.099061060292,37.3243216811753
행신마트,소매,종합 소매,슈퍼마켓,경기도 고양시 덕양구 서정마을2로 2,412771.0,10486,126.845700463317,37.6207937675344
풍림아이원마트,소매,종합 소매,슈퍼마켓,경기도 고양시 덕양구 푸른마을로 56,412785.0,10270,126.906310621211,37.7124240852936
