상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,도로명주소,구우편번호,신우편번호,경도,위도
777당구장,예술·스포츠,스포츠 서비스,당구장,경기도 오산시 성호대로 130,447060.0,18139,127.07580063236,37.1484726773736
올웨이즈핏,예술·스포츠,스포츠 서비스,헬스장,경기도 평택시 평택5로34번길 22,450020.0,17902,127.112823633684,36.9895212528434
고향당구장,예술·스포츠,스포츠 서비스,당구장,경기도 화성시 우정읍 매바위로 70,445956.0,18559,126.816978285532,37.1220536524081
훼밀리스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 수원시 권선구 오목천로57번길 10-24,441851.0,16636,126.969638457817,37.2403913963999
쏘폴스튜디오,예술·스포츠,스포츠 서비스,기타 스포츠시설 운영업,경기도 양주시 옥정동로7다길 74,482130.0,11473,127.092815217696,37.8206847333087
즐거운락스피닝,예술·스포츠,스포츠 서비스,헬스장,경기도 파주시 중앙로 301,413800.0,10929,126.775452476715,37.7625395206187
양주탁구클럽,예술·스포츠,스포츠 서비스,탁구장,경기도 양주시 광적면 부흥로 941,482841.0,11416,126.994049419172,37.8099637139843
김장훈탁구클럽,예술·스포츠,스포츠 서비스,탁구장,경기도 수원시 장안구 송원로59번길 8,440806.0,16305,127.008019411551,37.300746754348
타워휘트니스센터,예술·스포츠,스포츠 서비스,헬스장,경기도 수원시 권선구 하탑로 54,441100.0,16610,126.977654246745,37.2691544907084
백운당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 의왕시 안양판교로 211,437110.0,16009,126.994647407242,37.3898136972731
코오롱글로벌스포렉스운정주,예술·스포츠,스포츠 서비스,수영장,경기도 파주시 와석순환로 415,413190.0,10894,126.751590110169,37.7239572908596
빅스타탁구클럽,예술·스포츠,스포츠 서비스,탁구장,경기도 군포시 번영로 508,435861.0,15862,126.933888476163,37.3579170650326
서연스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 양평군 용문면 용문산로 178,476845.0,12511,127.604842194187,37.5135961447471
그린탑스크린골프존,예술·스포츠,스포츠 서비스,골프 연습장,경기도 광명시 디지털로33번길 23,423837.0,14239,126.870124405822,37.4758976280237
청북당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 평택시 청북읍 안청로2길 33-13,451832.0,17808,126.917239160254,37.0174254828865
엠에스휘트니스덕계점,예술·스포츠,스포츠 서비스,헬스장,경기도 양주시 평화로 1426,482050.0,11444,127.046269711926,37.8181084470864
대명당구장,예술·스포츠,스포츠 서비스,당구장,경기도 포천시 영중면 양문로 98-1,487883.0,11129,127.242852995465,38.0013529112037
모네타스크린골프클럽,예술·스포츠,스포츠 서비스,골프 연습장,경기도 의정부시 외미로 95,480853.0,11637,127.046041333111,37.7245974302576
01당구장,예술·스포츠,스포츠 서비스,당구장,경기도 수원시 권선구 장다리로 66,441878.0,16580,127.020391814941,37.2562609273035
현대스포츠센터,예술·스포츠,스포츠 서비스,헬스장,경기도 수원시 영통구 태장로 45,443777.0,16688,127.051965597857,37.2394467992219
부천브래그,예술·스포츠,스포츠 서비스,볼링장,경기도 부천시 원미구 길주로 125,420862.0,14542,126.756385153302,37.5061538294389
창우골프존,예술·스포츠,스포츠 서비스,골프 연습장,경기도 하남시 대청로116번길 30-1,465712.0,12954,127.223974032671,37.537907936395
건강해GYM,예술·스포츠,스포츠 서비스,헬스장,경기도 남양주시 오남읍 진건오남로 944,472881.0,12036,127.191242848316,37.7067742367571
의왕행복골프훈련소,예술·스포츠,스포츠 서비스,골프 연습장,경기도 의왕시 경수대로 262,437070.0,16058,126.973183215437,37.3506792217014
엔에이피FEEL스크린지점,예술·스포츠,스포츠 서비스,골프 연습장,경기도 고양시 덕양구 대주로107번길 34,412250.0,10456,126.813582984136,37.6363254344799
배틀존스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 광주시 송정로 62,464100.0,12739,127.252613079753,37.4174845885717
에스라인휘트니스,예술·스포츠,스포츠 서비스,헬스장,경기도 광주시 광주대로 56-1,464801.0,12757,127.260929651593,37.4116459575741
예스골프존,예술·스포츠,스포츠 서비스,골프 연습장,경기도 하남시 검단산로 293-4,465816.0,13023,127.232847755517,37.5388818710341
나단,예술·스포츠,스포츠 서비스,골프 연습장,경기도 수원시 영통구 덕영대로1555번길 20,443811.0,16700,127.062238453432,37.2466952598094
리프레쉬피트니스,예술·스포츠,스포츠 서비스,헬스장,경기도 시흥시 남왕길 30,429320.0,14985,126.860913662138,37.3826229540805
TIP스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 시흥시 산기대학로 237,429793.0,15073,126.733541499126,37.3397320279433
대지당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 성남시 수정구 산성대로 261,461862.0,13353,127.146019205735,37.4408204146093
스포데이,예술·스포츠,스포츠 서비스,헬스장,경기도 안성시 공도읍 공도로 159,456823.0,17560,127.176557854889,37.0034824243157
더블케이짐,예술·스포츠,스포츠 서비스,헬스장,경기도 용인시 기흥구 흥덕중앙로 41,446908.0,16953,127.071565234125,37.2765144920965
김범준트레이닝센터,예술·스포츠,스포츠 서비스,헬스장,경기도 성남시 중원구 양현로405번길 14,462080.0,13438,127.127403641622,37.4182264366778
인정락볼링클럽,예술·스포츠,스포츠 서비스,볼링장,경기도 용인시 처인구 금어로 2,449935.0,17038,127.215518781152,37.2646804911359
드림당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 성남시 분당구 미금일로 81,463810.0,13632,127.110747213922,37.3456116909801
자마이카피트니스,예술·스포츠,스포츠 서비스,헬스장,경기도 안양시 동안구 평촌대로243번길 30,431811.0,14047,126.953044362126,37.3928319320982
밀라노짐,예술·스포츠,스포츠 서비스,헬스장,경기도 성남시 분당구 판교로 471,463840.0,13521,127.126219118754,37.4057305737109
월드당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 의정부시 장곡로 598,480864.0,11775,127.069295291991,37.7497591474001
에이스당구장,예술·스포츠,스포츠 서비스,당구장,경기도 고양시 일산동구 숲속마을로 50-70,410330.0,10306,126.799098538466,37.6677188829203
커브스도농클럽,예술·스포츠,스포츠 서비스,헬스장,경기도 남양주시 도농로 34,,12251,127.157560124964,37.6092748367703
테니스장,예술·스포츠,스포츠 서비스,테니스장,경기도 고양시 덕양구 호국로1245번길 271,412030.0,10290,126.864935311892,37.6826878034182
솔라플러스,예술·스포츠,스포츠 서비스,골프 연습장,경기도 고양시 일산동구 성현로659번길 224,410530.0,10261,126.845397473325,37.6959351907441
케이투당구장,예술·스포츠,스포츠 서비스,당구장,경기도 시흥시 옥구상가1길 23,429864.0,15040,126.72162024239,37.3531659176749
원당구장,예술·스포츠,스포츠 서비스,당구장,경기도 광주시 이배재로 472,464100.0,12765,127.208269199096,37.4319782708631
우주당구장,예술·스포츠,스포츠 서비스,당구장,경기도 수원시 장안구 서부로2126번길 17,440825.0,16417,126.972852279002,37.2980317918887
머슬팩토리,예술·스포츠,스포츠 서비스,헬스장,경기도 안성시 대덕면 대학6길 26,456831.0,17546,127.225519044513,37.0032012590386
더블유짐,예술·스포츠,스포츠 서비스,헬스장,경기도 안산시 상록구 영화6길 1,426825.0,15632,126.849577244316,37.2807295013161
커브스인덕원클럽,예술·스포츠,스포츠 서비스,헬스장,경기도 안양시 동안구 흥안대로456번길 46,431070.0,14062,126.978306200833,37.3936952361702
스타휘트니스,예술·스포츠,스포츠 서비스,헬스장,경기도 동두천시 지행로 60,483010.0,11350,127.053819287249,37.8920733694945
에이스골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 안산시 단원구 광덕대로 138,425906.0,15477,126.830615867731,37.3086990899582
헤라스포츠센터,예술·스포츠,스포츠 서비스,헬스장,경기도 포천시 일동면 화동로 1034,487851.0,11117,127.316959013558,37.955868795018
상현골프클럽,예술·스포츠,스포츠 서비스,골프 연습장,경기도 용인시 수지구 수지로 98,448822.0,16858,127.077215653679,37.3110116638463
럭키짐,예술·스포츠,스포츠 서비스,헬스장,경기도 고양시 덕양구 화정로 47,412737.0,10497,126.831429674682,37.6351719930629
피닉스스포츠센터,예술·스포츠,스포츠 서비스,종합 스포츠시설,경기도 평택시 송탄로 364,459110.0,17762,127.058331444591,37.076109007395
극동비젼스크린,예술·스포츠,스포츠 서비스,골프 연습장,경기도 안산시 단원구 초지동로 7,425856.0,15453,126.81621039626,37.3043165881872
아우디스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 평택시 현신7길 19,450130.0,17866,127.148889567836,36.9995015332256
아세로,예술·스포츠,스포츠 서비스,헬스장,경기도 부천시 원미구 조마루로 2,420032.0,14592,126.744270472016,37.5000554613061
도약화성주,예술·스포츠,스포츠 서비스,볼링장,경기도 화성시 효행로 287,445310.0,18337,126.974355324414,37.2227319887166
청뜰21탁구문화센터,예술·스포츠,스포츠 서비스,탁구장,경기도 하남시 청뜰로 23,465170.0,12984,127.182969287988,37.5470065921646
산본스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 군포시 번영로 497,435805.0,15865,126.932296560143,37.3583216270428
월산스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 남양주시 화도읍 경춘로 2224,472844.0,12190,127.334454485075,37.655225572721
오환균탁구클럽,예술·스포츠,스포츠 서비스,탁구장,경기도 성남시 분당구 불정로 266,463865.0,13601,127.127689667566,37.3670931331445
더스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 수원시 장안구 정조로 1042,440806.0,16305,127.006383826037,37.2993051951934
파인골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 하남시 덕산로 16,465805.0,12980,127.199927055615,37.5324279702751
프라이드핏,예술·스포츠,스포츠 서비스,헬스장,경기도 광명시 하안로287번길 22,423848.0,14305,126.878852944496,37.4613736020749
베네핏,예술·스포츠,스포츠 서비스,헬스장,경기도 성남시 분당구 백현로101번길 17,463825.0,13595,127.112510214829,37.377479346088
훼미리스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 수원시 팔달구 경수대로 567,442832.0,16471,127.029981424946,37.2765683689288
１００４당구장천사,예술·스포츠,스포츠 서비스,당구장,경기도 용인시 수지구 대지로 18,448160.0,16873,127.111960625077,37.3267339557272
하늘당구장,예술·스포츠,스포츠 서비스,당구장,경기도 고양시 일산동구 하늘마을1로 14,410315.0,10311,126.787063291691,37.675013713721
차다풋살파크칼라힐지점,예술·스포츠,스포츠 서비스,스쿼시/라켓볼장,경기도 안양시 동안구 시민대로 312,431828.0,14065,126.964889487967,37.3951156287457
라이노볼링센터,예술·스포츠,스포츠 서비스,볼링장,경기도 시흥시 서울대학로264번길 26-32,,15011,126.72773432376,37.3666054177899
태영스크린,예술·스포츠,스포츠 서비스,골프 연습장,경기도 안성시 중앙로302번길 13,456240.0,17578,127.260505437281,37.0100318926162
헬스매니아,예술·스포츠,스포츠 서비스,헬스장,경기도 의정부시 체육로 90,480826.0,11606,127.031593149372,37.7579470560074
부강스크린,예술·스포츠,스포츠 서비스,골프 연습장,경기도 용인시 처인구 경안천로 232,449923.0,17148,127.219403808691,37.2515091419786
쭌당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 오산시 궐동로 57,447140.0,18120,127.060420017458,37.15713168202
로하스휘트니스,예술·스포츠,스포츠 서비스,헬스장,경기도 하남시 미사강변중앙로 180,465150.0,12913,127.190829625758,37.5630679267757
마장스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 이천시 마장면 억만리로22번길 10,467811.0,17386,127.359594640392,37.2573024607514
고암골프용품점,예술·스포츠,스포츠 서비스,골프 연습장,경기도 양주시 회천남로 294,482010.0,11458,127.069884127025,37.8208176945217
이룸씨앤아이,예술·스포츠,스포츠 서비스,골프 연습장,경기도 성남시 분당구 백현로 97,463825.0,13595,127.111402797803,37.3768406670534
아지트당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 남양주시 화도읍 맷돌로 136,472845.0,12175,127.30536330737,37.6577821575746
잘마자당구장,예술·스포츠,스포츠 서비스,당구장,경기도 의정부시 승지로 13,480861.0,11808,127.090681525567,37.7383293631009
마스터골프피팅,예술·스포츠,스포츠 서비스,골프 연습장,경기도 안산시 단원구 광덕1로 276,425906.0,15481,126.840321052363,37.3067212964833
누아르피트니스라운지,예술·스포츠,스포츠 서비스,헬스장,경기도 성남시 수정구 위례서일로 34,461210.0,13646,127.139486359528,37.4643987960268
배팅클럽,예술·스포츠,스포츠 서비스,기타 스포츠시설 운영업,경기도 오산시 경기대로636번길 53,447220.0,18112,127.056735360545,37.1827144943247
비오엠,예술·스포츠,스포츠 서비스,헬스장,경기도 안양시 동안구 평촌대로217번길 15,431812.0,14072,126.955021922493,37.3906342056822
마송스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 김포시 통진읍 담터로 85-26,415867.0,10016,126.599037056754,37.6949854507515
제이케이제이헬스,예술·스포츠,스포츠 서비스,헬스장,경기도 고양시 일산동구 일산로 206,410709.0,10417,126.791223037968,37.6549112912869
인필드,예술·스포츠,스포츠 서비스,골프 연습장,경기도 시흥시 정왕대로 184,429452.0,15036,126.734417024225,37.3474738222945
메타짐,예술·스포츠,스포츠 서비스,헬스장,경기도 성남시 수정구 수정로 140,461804.0,13327,127.135704031424,37.4417967931434
스포츠라인클라이밍,예술·스포츠,스포츠 서비스,헬스장,경기도 고양시 일산서구 경의로 805,411808.0,10237,126.758972752666,37.6894293315344
와니엘배팅센터광주,예술·스포츠,스포츠 서비스,테니스장,경기도 광주시 진토길 35-19,464020.0,12770,127.211310499258,37.3803895444846
씨씨점핑클럽,예술·스포츠,스포츠 서비스,헬스장,경기도 남양주시 와부읍 덕소로 72,472901.0,12210,127.211292708729,37.5868553353333
고담골프존,예술·스포츠,스포츠 서비스,골프 연습장,경기도 이천시 대산로288번길 107,467808.0,17336,127.473651288105,37.2503415852616
다함께야구왕모란점,예술·스포츠,스포츠 서비스,골프 연습장,경기도 성남시 중원구 광명로 21,462827.0,13355,127.131418183147,37.4335753689327
제이포에버,예술·스포츠,스포츠 서비스,골프 연습장,경기도 평택시 만세로 1760,450804.0,17846,127.108563067099,37.0109169102817
행신당구장,예술·스포츠,스포츠 서비스,당구장,경기도 고양시 덕양구 충장로 7,412825.0,10523,126.83368696415,37.6136055888518
굿샷스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 수원시 팔달구 장다리로 276,442832.0,16481,127.028221482657,37.2739647947496
노블하우스,예술·스포츠,스포츠 서비스,당구장,경기도 오산시 오산로212번길 17,447804.0,18141,127.070462609032,37.1457908127432
신성실내수영장,예술·스포츠,스포츠 서비스,수영장,경기도 안양시 만안구 소곡로 93,430856.0,14090,126.918836545868,37.3840284271632
부발스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 이천시 부발읍 죽당로 22-1,467863.0,17321,127.494624104831,37.2843058559688
짐오브선셋,예술·스포츠,스포츠 서비스,헬스장,경기도 수원시 영통구 영통로200번길 132,443400.0,16693,127.063701005229,37.2435137935509
월드스포션감골볼링장,예술·스포츠,스포츠 서비스,볼링장,경기도 안산시 상록구 감골1로 27,426751.0,15624,126.852506345176,37.2878784206408
원탁구클럽,예술·스포츠,스포츠 서비스,탁구장,경기도 군포시 공단로 39,435012.0,15850,126.949380925725,37.3492027541815
나이스휘트니스,예술·스포츠,스포츠 서비스,헬스장,경기도 안산시 상록구 성포로 30,426837.0,15296,126.844607264748,37.3232429461656
동탄골프랜드,예술·스포츠,스포츠 서비스,골프 연습장,경기도 화성시 서동탄로 7-25,445390.0,18416,127.046657457857,37.202848414299
세븐당구장,예술·스포츠,스포츠 서비스,당구장,경기도 시흥시 연성로 93,429270.0,14977,126.813864735376,37.3909828187405
LG당구클럽엘쥐,예술·스포츠,스포츠 서비스,당구장,경기도 안양시 동안구 평촌대로 386,431824.0,13935,126.950122641781,37.4051567095782
다짐,예술·스포츠,스포츠 서비스,헬스장,경기도 안산시 상록구 성호로 30,426860.0,15326,126.868279820072,37.3091344491979
스포츠맨당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 남양주시 화도읍 묵현로 13,472846.0,12168,127.289360484133,37.6575522043823
그린스포츠,예술·스포츠,스포츠 서비스,골프 연습장,경기도 오산시 대호로 139,447140.0,18123,127.053894494373,37.1626763354048
753탁구,예술·스포츠,스포츠 서비스,테니스장,경기도 광명시 도덕로 17,423818.0,14281,126.849869567129,37.4680979158434
골프잘가르치는연습장,예술·스포츠,스포츠 서비스,골프 연습장,경기도 부천시 원미구 부일로 702,420834.0,14673,126.807945758375,37.4844986391018
당구치는날,예술·스포츠,스포츠 서비스,당구장,경기도 광명시 오리로 947,423858.0,14263,126.85776334546,37.4781899774766
원희당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 화성시 삼성1로5길 6,445170.0,18449,127.072688741051,37.225379562407
원스포츠컴퍼니,예술·스포츠,스포츠 서비스,헬스장,경기도 고양시 덕양구 호국로716번길 6-1,412808.0,10469,126.832289413052,37.6508683465088
엠프로짐,예술·스포츠,스포츠 서비스,헬스장,경기도 양평군 강상면 강남로 1020,476911.0,12572,127.485013605514,37.480199373898
유니온골프랜드,예술·스포츠,스포츠 서비스,골프 연습장,경기도 용인시 처인구 백옥대로1191번길 119,449935.0,17043,127.203039179407,37.2480062459573
경희야구장,예술·스포츠,스포츠 서비스,기타 스포츠시설 운영업,경기도 용인시 기흥구 덕영대로 1700,446906.0,17104,127.07707170949,37.2473082551678
하이필드엠,예술·스포츠,스포츠 서비스,헬스장,경기도 안양시 동안구 시민대로327번길 7,431062.0,14055,126.966119804141,37.3965396024215
삼화종합개발주,예술·스포츠,스포츠 서비스,골프 연습장,경기도 파주시 책향기숲길 77,413100.0,10885,126.716100874482,37.7202823020494
중앙볼링센터,예술·스포츠,스포츠 서비스,볼링장,경기도 안산시 단원구 고잔2길 41,425868.0,15360,126.835649293175,37.3179417821083
위너스골프존,예술·스포츠,스포츠 서비스,골프 연습장,경기도 용인시 수지구 광교중앙로 313,448130.0,16944,127.068980263567,37.2980508453861
JUN당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 이천시 설성면 설장로 13-1,467881.0,17411,127.520634672642,37.1328285083637
클라임바운스,예술·스포츠,스포츠 서비스,기타 스포츠시설 운영업,경기도 수원시 영통구 덕영대로 1566,443813.0,16693,127.061899041333,37.2451276197835
더72,예술·스포츠,스포츠 서비스,골프 연습장,경기도 오산시 경기대로 198,447805.0,18144,127.073881041208,37.1423016280895
시크릿가든,예술·스포츠,스포츠 서비스,골프 연습장,경기도 파주시 탄현면 엘씨디로241번길 50-3,413843.0,10845,126.757128726878,37.8097135017863
최건웅트레이닝센터,예술·스포츠,스포츠 서비스,헬스장,경기도 오산시 대원로 57,447060.0,18139,127.074763190132,37.1465901214844
스카이스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 평택시 현덕면 인광4길 3,451813.0,17946,126.923036094588,36.9742044415054
유당구장,예술·스포츠,스포츠 서비스,당구장,경기도 시흥시 서울대학로278번길 34,,15011,126.728947775355,37.3682030167625
뉴MCM휘트니스,예술·스포츠,스포츠 서비스,헬스장,경기도 수원시 팔달구 중부대로223번길 4,442816.0,16498,127.040963477914,37.276132578881
원당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 의왕시 오전로 209,437818.0,16053,126.967321814648,37.3592014750452
지스타넷,예술·스포츠,스포츠 서비스,골프 연습장,경기도 평택시 진위면 야막길 108-108,451861.0,17705,127.056437908122,37.1310209166081
에브리바디점핑,예술·스포츠,스포츠 서비스,헬스장,경기도 광명시 광복로 68,423829.0,14209,126.865938976924,37.489930659516
24시당구장,예술·스포츠,스포츠 서비스,당구장,경기도 평택시 중앙2로 71,450830.0,17908,127.09494282484,36.991149839667
불스아이양궁카페,예술·스포츠,스포츠 서비스,스쿼시/라켓볼장,경기도 의정부시 오목로225번길 135,480090.0,11813,127.095149481011,37.7456146786373
다함께야구왕,예술·스포츠,스포츠 서비스,기타 스포츠시설 운영업,경기도 고양시 일산동구 고봉로 26-32,410837.0,10364,126.766061421132,37.6633152673891
허리우드당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 광주시 경안로 13-3,464801.0,12758,127.259510652323,37.409603771402
바이칼토탈휘트니스,예술·스포츠,스포츠 서비스,헬스장,경기도 성남시 분당구 장미로 198,463836.0,13503,127.142982000125,37.4124330946225
은아줌바휘트니스,예술·스포츠,스포츠 서비스,헬스장,경기도 안양시 만안구 병목안로 87,430019.0,14020,126.912930228654,37.3945301516167
탑890당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 파주시 문산읍 방촌로 1719-62,413902.0,10816,126.783726924992,37.8672461173314
세교탁구클럽,예술·스포츠,스포츠 서비스,탁구장,경기도 평택시 평택로 161,450819.0,17828,127.078753237441,36.9995417546569
금문실내테니스장,예술·스포츠,스포츠 서비스,테니스장,경기도 고양시 덕양구 중앙로46번길 18,412160.0,10539,126.880731927739,37.5947056898947
임진강다이빙리조트,예술·스포츠,스포츠 서비스,당구장,경기도 연천군 군남면 청정로2194번길 168-1,486823.0,11008,127.020912446655,38.0317287913081
에이스탁구클럽,예술·스포츠,스포츠 서비스,탁구장,경기도 안성시 고수2로 27,456705.0,17572,127.257940285962,37.015687253597
뽀빠이당구장,예술·스포츠,스포츠 서비스,당구장,경기도 파주시 탄현면 성동로 17,413841.0,10862,126.686736718635,37.7792301182718
광명행복골프훈련소,예술·스포츠,스포츠 서비스,골프 연습장,경기도 광명시 새빛공원로 67,423090.0,14348,126.888386922471,37.4196750177163
프로볼링장,예술·스포츠,스포츠 서비스,볼링장,경기도 성남시 분당구 성남대로331번길 13,463867.0,13558,127.106317082166,37.3652851920975
네이처짐,예술·스포츠,스포츠 서비스,헬스장,경기도 시흥시 은계번영길 23,429060.0,14922,126.803919971166,37.4371258924037
쉐빌로뜨당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 김포시 김포한강8로162번길 10,415090.0,10068,126.643968270066,37.6363049248549
영당구장,예술·스포츠,스포츠 서비스,당구장,경기도 용인시 처인구 양지면 양지로 145,449823.0,17158,127.284468604677,37.2347464727384
휘트니스캠프,예술·스포츠,스포츠 서비스,헬스장,경기도 용인시 수지구 현암로 82,448809.0,16880,127.118398986805,37.3312508677964
K골프존,예술·스포츠,스포츠 서비스,골프 연습장,경기도 광명시 기아로 56,423052.0,14325,126.885854291654,37.4359629812237
캐롬빌리지당구장,예술·스포츠,스포츠 서비스,당구장,경기도 하남시 서하남로451번길 47,465060.0,13016,127.191667814312,37.5235307683111
로커스당구장,예술·스포츠,스포츠 서비스,당구장,경기도 파주시 청석로 262,413100.0,10874,126.718305526897,37.7251528244305
플레이락펍,예술·스포츠,스포츠 서비스,볼링장,경기도 수원시 팔달구 인계로108번길 49,442834.0,16489,127.028883506804,37.2655759409401
위례그린존스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 성남시 수정구 위례서일로 22,461210.0,13647,127.13824389645,37.4649048221346
짐제이와이피,예술·스포츠,스포츠 서비스,헬스장,경기도 고양시 일산동구 호수로 340-38,410909.0,10449,126.788809818921,37.6386983277823
힛더핏,예술·스포츠,스포츠 서비스,헬스장,경기도 안양시 만안구 안양로 343,430838.0,14006,126.918410551683,37.4020215480205
당구나라,예술·스포츠,스포츠 서비스,당구장,경기도 의정부시 추동로19번길 7,480833.0,11740,127.057637213322,37.7435036954874
중동탁구교실,예술·스포츠,스포츠 서비스,탁구장,경기도 부천시 원미구 석천로178번길 15,420852.0,14547,126.763621115645,37.5033123500676
더블에잇2,예술·스포츠,스포츠 서비스,헬스장,경기도 고양시 일산서구 하이파크2로 40,411809.0,10234,126.753578213517,37.6990495975442
빌리어즈아트존,예술·스포츠,스포츠 서비스,당구장,경기도 성남시 중원구 산성대로 558,462831.0,13152,127.166469799516,37.4601020832472
킴브로짐헬스PT,예술·스포츠,스포츠 서비스,헬스장,경기도 이천시 안흥로 72,467110.0,17359,127.45504443183,37.2844466078584
리얼야구존오산,예술·스포츠,스포츠 서비스,기타 스포츠시설 운영업,경기도 오산시 성호대로 130,447060.0,18139,127.07580063236,37.1484726773736
뇌졸중엔스트레칭,예술·스포츠,스포츠 서비스,테니스장,경기도 성남시 분당구 황새울로 234,463873.0,13595,127.114240780046,37.3795320223225
제이빌리어드,예술·스포츠,스포츠 서비스,당구장,경기도 용인시 처인구 명지로40번길 4,449933.0,17055,127.188100655126,37.2327041520282
휴리조트테니스장,예술·스포츠,스포츠 서비스,테니스장,경기도 양주시 만송로366번길 215-29,482080.0,11494,127.09991113574,37.785000935573
렛츠골프아카데미,예술·스포츠,스포츠 서비스,골프 연습장,경기도 광명시 소하로109번길 24,423051.0,14316,126.885497026534,37.4479641491368
굿포유,예술·스포츠,스포츠 서비스,헬스장,경기도 남양주시 별내면 청학로중앙길 13-23,472811.0,12084,127.118553781865,37.7081761402663
여월탁구클럽,예술·스포츠,스포츠 서비스,탁구장,경기도 부천시 오정구 까치로 86,421825.0,14475,126.806761551473,37.5140586788567
옵티머스당구클럽천천점,예술·스포츠,스포츠 서비스,당구장,경기도 수원시 장안구 만석로19번길 41-9,440303.0,16329,126.98265372084,37.2967631719636
중앙당구장,예술·스포츠,스포츠 서비스,당구장,경기도 여주시 산북면 상품로 65,469892.0,12603,127.441373974301,37.3995770452518
프렌즈스크린브레인시티,예술·스포츠,스포츠 서비스,골프 연습장,경기도 평택시 도일유통길 13-57,459090.0,17725,127.099274666593,37.0397775658029
쓰리업샵,예술·스포츠,스포츠 서비스,헬스장,경기도 고양시 일산서구 중앙로 1471,411750.0,10379,126.756161979527,37.6718184743747
텐텐볼링장,예술·스포츠,스포츠 서비스,볼링장,경기도 파주시 청암로17번길 61,413110.0,10892,126.734503423427,37.7283347976039
원바디YJ짐,예술·스포츠,스포츠 서비스,헬스장,경기도 양평군 양평읍 남북로 16,476804.0,12560,127.501172445266,37.4839972259724
오늘도PT,예술·스포츠,스포츠 서비스,헬스장,경기도 화성시 동탄기흥로 447-16,445150.0,18479,127.091871024359,37.2011730547456
피트니스공간,예술·스포츠,스포츠 서비스,헬스장,경기도 고양시 일산동구 일산로 38,410910.0,10449,126.787293929537,37.641858055152
썬골프존,예술·스포츠,스포츠 서비스,골프 연습장,경기도 하남시 초이로 46,465220.0,12986,127.171489298242,37.5347161786293
육체발전소,예술·스포츠,스포츠 서비스,헬스장,경기도 화성시 효행로 1251,445330.0,18396,127.058814592124,37.2209270757338
갤럭시당구장,예술·스포츠,스포츠 서비스,당구장,경기도 성남시 중원구 성남대로1147번길 6-1,462829.0,13376,127.128229455786,37.432155266126
늘푸른골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 성남시 분당구 판교로 475,463840.0,13521,127.126716087777,37.4057300421439
라온탁구장,예술·스포츠,스포츠 서비스,탁구장,경기도 오산시 운천로 39,447805.0,18140,127.074222324162,37.1460047724635
송하상가,예술·스포츠,스포츠 서비스,당구장,경기도 파주시 월롱면 옥돌내길 113,413811.0,10844,126.776208626904,37.8128776133754
광주헬스오짐,예술·스포츠,스포츠 서비스,헬스장,경기도 광주시 중앙로 110,464801.0,12758,127.258561944725,37.4096328804771
파이브피티고읍점,예술·스포츠,스포츠 서비스,헬스장,경기도 양주시 고덕로 243,482020.0,11459,127.067743997257,37.8030520490469
에스에스당구장,예술·스포츠,스포츠 서비스,당구장,경기도 화성시 서신면 바다뜰길 90-1,445881.0,18555,126.704952046767,37.1675654422593
탑골프아카데미,예술·스포츠,스포츠 서비스,골프 연습장,경기도 수원시 권선구 금호로 196,441100.0,16603,126.971597930183,37.274460323883
에덴휘트니스,예술·스포츠,스포츠 서비스,헬스장,경기도 파주시 광탄면 혜음로1141번길 3,413852.0,10948,126.845862916119,37.7832126308757
