상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,도로명주소,구우편번호,신우편번호,경도,위도
세교CC,예술·스포츠,스포츠 서비스,골프 연습장,경기도 평택시 남북대로 260,450817.0,17823,127.059606222729,37.0237379141398
메꿀다이어트GYM,예술·스포츠,스포츠 서비스,헬스장,경기도 수원시 영통구 영통로90번길 4-9,443400.0,16692,127.060089904126,37.2378030519249
에스에스엠주,예술·스포츠,스포츠 서비스,종합 스포츠시설,경기도 용인시 기흥구 덕영대로 1751,446930.0,17099,127.083874831507,37.2533135952912
팀스짐,예술·스포츠,스포츠 서비스,헬스장,경기도 안양시 동안구 시민대로 175,431817.0,14048,126.95042539672,37.3913531861972
메이크어비,예술·스포츠,스포츠 서비스,헬스장,경기도 양주시 옥정동로7길 40,482130.0,11473,127.096961460612,37.8212039481018
더바디,예술·스포츠,스포츠 서비스,헬스장,경기도 화성시 동탄중심상가2길 5,445160.0,18453,127.07270392606,37.2059799606726
에이스프로,예술·스포츠,스포츠 서비스,골프 연습장,경기도 화성시 정남면 내향로 123-24,445961.0,18523,126.988632036445,37.1417474287736
제이제이골프아카데미,예술·스포츠,스포츠 서비스,골프 연습장,경기도 의왕시 갈미2로 7,437837.0,16041,126.975081504581,37.3783051187919
글로벌스포츠,예술·스포츠,스포츠 서비스,기타 스포츠시설 운영업,경기도 성남시 수정구 산성대로269번길 8,461811.0,13353,127.146789032234,37.4415492826846
하다피트니스,예술·스포츠,스포츠 서비스,헬스장,경기도 과천시 별양상가2로 20,427800.0,13837,126.992554653143,37.4268274912274
운정골프존,예술·스포츠,스포츠 서비스,골프 연습장,경기도 파주시 미래로602번길 45,413190.0,10895,126.751470524819,37.732588322164
메카당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 고양시 일산동구 중산로 248,410831.0,10331,126.780965607151,37.6940221550325
까리뇨캐롬클럽,예술·스포츠,스포츠 서비스,당구장,경기도 부천시 오정구 소사로 712,421200.0,14473,126.805118472856,37.5195520927635
만점당구장,예술·스포츠,스포츠 서비스,당구장,경기도 안산시 단원구 선부광장1로 70,425831.0,15239,126.811946885962,37.3359451347294
바디케어운동센터,예술·스포츠,스포츠 서비스,헬스장,경기도 부천시 원미구 중동로147번길 32,420844.0,14608,126.76523525895,37.4934675909685
삼성탁구클럽,예술·스포츠,스포츠 서비스,탁구장,경기도 용인시 수지구 수풍로 9,448762.0,16818,127.089574335328,37.3259420912437
다산비젼골프존,예술·스포츠,스포츠 서비스,골프 연습장,경기도 남양주시 강변북로632번길 14,472070.0,12268,127.170927504449,37.5859746473175
아키볼당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 부천시 원미구 옥산로 139,420808.0,14532,126.779989157546,37.506046980056
한아름당구장,예술·스포츠,스포츠 서비스,당구장,경기도 평택시 중앙시장로 24-12,459120.0,17758,127.053374644732,37.079751666052
티티탁구장,예술·스포츠,스포츠 서비스,탁구장,경기도 성남시 중원구 산성대로 536,462831.0,13153,127.164996660709,37.458392227604
웰빙스트레칭,예술·스포츠,스포츠 서비스,스쿼시/라켓볼장,경기도 파주시 시청로 25,413011.0,10929,126.776268412931,37.7591624557239
몸매대장점핑다이어트,예술·스포츠,스포츠 서비스,헬스장,경기도 광주시 이배재로 146,464100.0,12765,127.239816470049,37.4288460178085
링스골프존,예술·스포츠,스포츠 서비스,골프 연습장,경기도 성남시 분당구 불정로 256,463865.0,13601,127.126977506751,37.3665262535114
운동공간픽스앤빌드,예술·스포츠,스포츠 서비스,헬스장,경기도 성남시 분당구 산운로160번길 10,463440.0,13461,127.079343087848,37.3924362068736
센텀스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 의정부시 시민로179번길 21,480832.0,11744,127.054343344437,37.738640026857
베스트풋살,예술·스포츠,스포츠 서비스,스쿼시/라켓볼장,경기도 평택시 경기대로 1619,459822.0,17754,127.062334200334,37.0889742464457
마니아당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 평택시 조개터로15번길 22-3,450020.0,17914,127.100590815802,36.9894060969583
더스윙블랙경기광주,예술·스포츠,스포츠 서비스,골프 연습장,경기도 광주시 태전중앙로 16,464110.0,12788,127.230011983118,37.3815890512446
세븐당구장,예술·스포츠,스포츠 서비스,당구장,경기도 안성시 대학로 57,456360.0,17570,127.265989379541,37.0134888791707
에이치짐,예술·스포츠,스포츠 서비스,헬스장,경기도 파주시 경의로 1070,413200.0,10908,126.759702085808,37.7128651360368
큐빌리어드당구장,예술·스포츠,스포츠 서비스,당구장,경기도 성남시 수정구 성남대로 1342,461200.0,13120,127.129392183439,37.4512374847921
부스트짐,예술·스포츠,스포츠 서비스,헬스장,경기도 안양시 동안구 경수대로 970-16,431822.0,13925,126.930688937074,37.4003174429576
프리미엄골프아카데미,예술·스포츠,스포츠 서비스,골프 연습장,경기도 광주시 태성로 130-1,464808.0,12788,127.227741890299,37.3776649859492
우리당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 이천시 이섭대천로 1437,467802.0,17347,127.456884865405,37.2960267703341
김신영골프아카데미,예술·스포츠,스포츠 서비스,골프 연습장,경기도 과천시 추사로 8,427060.0,13820,127.021980971555,37.4489366050033
DH웰리스,예술·스포츠,스포츠 서비스,헬스장,경기도 화성시 동탄원천로 163,445160.0,18453,127.073674059106,37.2073669793915
알파트레이닝랩,예술·스포츠,스포츠 서비스,헬스장,경기도 수원시 영통구 센트럴파크로128번길 86,443270.0,16504,127.057744516382,37.2951645314583
향남테니스핏,예술·스포츠,스포츠 서비스,테니스장,경기도 화성시 향남읍 서봉로115번길 89-8,445938.0,18609,126.920684211153,37.1083640805724
아쿠아짐,예술·스포츠,스포츠 서비스,수영장,경기도 성남시 분당구 판교로 478,463829.0,13566,127.126940964326,37.4051261175289
스마트골프존,예술·스포츠,스포츠 서비스,골프 연습장,경기도 남양주시 경춘로 426,,12259,127.161123616181,37.6074049789005
그린파크골프클럽,예술·스포츠,스포츠 서비스,골프 연습장,경기도 이천시 대월면 대월로 926,467854.0,17342,127.496728417091,37.2372901246318
크로민턴,예술·스포츠,스포츠 서비스,종합 스포츠시설,경기도 광주시 고불로 138-19,464805.0,12781,127.222621672681,37.3948662289844
투나GDR,예술·스포츠,스포츠 서비스,골프 연습장,경기도 부천시 원미구 부일로 223,420816.0,14623,126.755287952648,37.4888702979761
체리빌트레이닝,예술·스포츠,스포츠 서비스,테니스장,경기도 성남시 수정구 시민로 138,461862.0,13353,127.144459353489,37.4405880675798
삼구사구굴렁쇠당구장,예술·스포츠,스포츠 서비스,당구장,경기도 가평군 가평읍 보납로 14,477805.0,12418,127.51192681589,37.8308887206038
PGA스크린,예술·스포츠,스포츠 서비스,골프 연습장,경기도 용인시 기흥구 사은로 78,446904.0,17079,127.113568396059,37.2554243106386
산진기업,예술·스포츠,스포츠 서비스,골프 연습장,경기도 용인시 처인구 명지로 206,449030.0,17060,127.19798682163,37.2253625329475
달콤스트레칭,예술·스포츠,스포츠 서비스,테니스장,경기도 파주시 청암로17번길 27,413110.0,10892,126.735567979913,37.7288237134141
바벨짐,예술·스포츠,스포츠 서비스,헬스장,경기도 양주시 고읍남로 6-6,482030.0,11492,127.080124907604,37.7961969828718
2층당구장,예술·스포츠,스포츠 서비스,당구장,경기도 평택시 안중읍 안중로 110-6,451884.0,17936,126.928110156956,36.9884898200893
이엠에스프라이빗여성전용,예술·스포츠,스포츠 서비스,헬스장,경기도 부천시 소사구 경인로3번길 28,422814.0,14731,126.754546997804,37.4837870867884
에버스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 용인시 처인구 포곡읍 포곡로246번길 3,449814.0,17028,127.229570371033,37.2773407096921
청룡당구장,예술·스포츠,스포츠 서비스,당구장,경기도 수원시 권선구 세지로 12,441879.0,16589,127.015002990748,37.2532071950255
헬스메카,예술·스포츠,스포츠 서비스,헬스장,경기도 성남시 수정구 성남대로1221번길 6,461807.0,13313,127.127144956555,37.4389410835113
도심당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 남양주시 와부읍 덕소로 218,472908.0,12274,127.220487191789,37.5795044464966
필라하우스,예술·스포츠,스포츠 서비스,테니스장,경기도 의정부시 장곡로 280-23,480732.0,11732,127.055935847381,37.7291160267361
캔당구장,예술·스포츠,스포츠 서비스,당구장,경기도 용인시 처인구 이동읍 경기동로 679,449832.0,17136,127.196391807896,37.1403057750212
바디포스짐,예술·스포츠,스포츠 서비스,헬스장,경기도 수원시 팔달구 중부대로223번길 20-7,442816.0,16497,127.041381071544,37.2768712866097
보배당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 파주시 조리읍 고봉로 1039,413823.0,10937,126.80826480796,37.743803319021
하나골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 김포시 중봉1로 9,415010.0,10102,126.698709654427,37.6230057371907
에스엔티스포츠,예술·스포츠,스포츠 서비스,헬스장,경기도 광명시 일직로 22,423090.0,14344,126.884157570413,37.4224821243383
케이디서밋,예술·스포츠,스포츠 서비스,골프 연습장,경기도 화성시 동탄반석로 124,445160.0,18455,127.0715267356,37.2000067072824
마이－짐주,예술·스포츠,스포츠 서비스,종합 스포츠시설,경기도 군포시 산본천로 43-6,435727.0,15825,126.928174314092,37.3606798876288
이성대스크린,예술·스포츠,스포츠 서비스,골프 연습장,경기도 하남시 감이로 317,465190.0,13006,127.169130035738,37.4970126190721
골프존W,예술·스포츠,스포츠 서비스,골프 연습장,경기도 수원시 장안구 이목로 24-3,440840.0,16336,126.984557152452,37.3096212219479
백송탁구장,예술·스포츠,스포츠 서비스,탁구장,경기도 이천시 영창로153번길 15,467020.0,17365,127.439471943966,37.2825772397716
노블카운티스포츠센터주,예술·스포츠,스포츠 서비스,종합 스포츠시설,경기도 용인시 기흥구 덕영대로 1751,446930.0,17099,127.083874831507,37.2533135952912
신갈승마클럽,예술·스포츠,스포츠 서비스,당구장,경기도 용인시 기흥구 지삼로 197,446904.0,17088,127.13524165387,37.2409307738333
B&B당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 용인시 처인구 원삼면 좌찬로 40,449871.0,17166,127.324621494246,37.2007549019661
엔씨씨,예술·스포츠,스포츠 서비스,골프 연습장,경기도 안산시 단원구 대부황금로 746,425320.0,15643,126.610805898009,37.2393502724558
헬시아이,예술·스포츠,스포츠 서비스,종합 스포츠시설,경기도 용인시 기흥구 지삼로 73-4,446904.0,17088,127.130434553036,37.2505142673969
스타원골프존파크,예술·스포츠,스포츠 서비스,골프 연습장,경기도 고양시 덕양구 고양대로 1970,412090.0,10596,126.897635016218,37.6461409068887
필골프존,예술·스포츠,스포츠 서비스,골프 연습장,경기도 수원시 장안구 경수대로 940,440202.0,16295,127.008053504295,37.3031435088024
필텍에어졸양성지점,예술·스포츠,스포츠 서비스,골프 연습장,경기도 안성시 양성면 양성로 46,456931.0,17502,127.196470709381,37.0619399738095
바디마스터짐,예술·스포츠,스포츠 서비스,헬스장,경기도 파주시 경의로 1042,413200.0,10908,126.759823406968,37.7104147401599
운암스포츠,예술·스포츠,스포츠 서비스,헬스장,경기도 화성시 동탄중앙로 171,445734.0,18438,127.066852879783,37.2008293940495
감골당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 안산시 상록구 석호로 179,426823.0,15582,126.851620951015,37.2965633112804
열린,예술·스포츠,스포츠 서비스,헬스장,경기도 의정부시 오목로 207,480090.0,11813,127.098597797899,37.744909089333
웰빙당구장,예술·스포츠,스포츠 서비스,당구장,경기도 시흥시 대골안길 96,429828.0,14910,126.785952182562,37.4416628602524
엠스바디짐,예술·스포츠,스포츠 서비스,헬스장,경기도 김포시 김포한강9로76번길 63,415080.0,10071,126.626815293176,37.6453788407646
세마독산성골프존,예술·스포츠,스포츠 서비스,골프 연습장,경기도 오산시 독산성로 242,447250.0,18102,127.025967304513,37.1778054723278
인앤아웃테니스,예술·스포츠,스포츠 서비스,테니스장,경기도 성남시 분당구 백현로101번길 17,463825.0,13595,127.112510214829,37.377479346088
센츄리3쿠션전용클럽,예술·스포츠,스포츠 서비스,당구장,경기도 수원시 권선구 장다리로 67,441878.0,16579,127.019884607994,37.2564592431007
휘트니스피플,예술·스포츠,스포츠 서비스,헬스장,경기도 의정부시 청사로 50,480865.0,11757,127.070160545284,37.7528219249784
커브스고촌클럽,예술·스포츠,스포츠 서비스,헬스장,경기도 김포시 고촌읍 태리로 285,415811.0,10130,126.764050000239,37.5933408026526
엠에스짐스피닝,예술·스포츠,스포츠 서비스,헬스장,경기도 화성시 동탄지성로 310,445330.0,18385,127.051660302717,37.221453020397
우리동네휘트니스,예술·스포츠,스포츠 서비스,헬스장,경기도 안산시 단원구 광덕동로 71,425906.0,15470,126.832427260516,37.3108281093183
베베궁체력단련,예술·스포츠,스포츠 서비스,헬스장,경기도 의정부시 추동로91번길 6-19,480072.0,11777,127.06428996439,37.748185290081
마스터당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 평택시 포승읍 여술1길 70,451822.0,17955,126.843987702206,36.9885622559761
휘트니스메가짐,예술·스포츠,스포츠 서비스,헬스장,경기도 부천시 원미구 상동로 90,420774.0,14545,126.753730697976,37.5051301917304
크로스핏테디짐정자,예술·스포츠,스포츠 서비스,헬스장,경기도 성남시 분당구 정자일로198번길 15,463847.0,13558,127.107686439257,37.3676806827652
태재골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 광주시 신현로 104-6,464895.0,12820,127.157194473138,37.3594889814907
드림당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 광명시 오리로 647,423851.0,14303,126.877206667517,37.4589391714082
헬스보이짐,예술·스포츠,스포츠 서비스,헬스장,경기도 부천시 원미구 부천로 7,420823.0,14637,126.782097207351,37.4850664787403
롤스타롤러스케이트장,예술·스포츠,스포츠 서비스,테니스장,경기도 안성시 백성1길 50,456310.0,17580,127.267254326745,37.0089175721525
윤성,예술·스포츠,스포츠 서비스,골프 연습장,경기도 안성시 보개면 서동대로 5790-22,456872.0,17508,127.330898081943,37.0229040893393
훼밀리,예술·스포츠,스포츠 서비스,골프 연습장,경기도 광명시 오리로 1003-1,423858.0,14285,126.851609444042,37.480020466554
광명골프존,예술·스포츠,스포츠 서비스,골프 연습장,경기도 광명시 범안로 998,423851.0,14303,126.874888778345,37.4594322967469
비비골프아카데미,예술·스포츠,스포츠 서비스,골프 연습장,경기도 안양시 동안구 동안로 97,431774.0,14074,126.952607276677,37.3875337435051
정운스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 수원시 권선구 동수원로242번길 20,441885.0,16553,127.035584294161,37.2504185726226
하이스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 이천시 황무로 918,467803.0,17345,127.450628936455,37.3022858773926
잘빠짐점핑클럽,예술·스포츠,스포츠 서비스,헬스장,경기도 안산시 단원구 광덕대로 174,425906.0,15470,126.831037276784,37.3119344046188
레드스타필드클럽,예술·스포츠,스포츠 서비스,헬스장,경기도 안산시 단원구 광덕대로 137,425807.0,15476,126.828923613544,37.3087957695343
김치당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 의정부시 호국로 1329,480840.0,11688,127.051817267246,37.7442271726176
폭스당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 화성시 효행로 1051,445390.0,18398,127.041977965108,37.2146359058964
레벨업휘트니스고색점,예술·스포츠,스포츠 서비스,헬스장,경기도 수원시 권선구 매송고색로 668,441811.0,16650,126.977693825666,37.249637909911
SKY당구장,예술·스포츠,스포츠 서비스,당구장,경기도 가평군 가평읍 보납로18번길 4,477805.0,12418,127.512492326608,37.830534892099
영당구장,예술·스포츠,스포츠 서비스,당구장,경기도 양주시 광적면 가래비13길 12,482844.0,11419,126.982734982068,37.8262428993982
베스트짐다이빙수영센터,예술·스포츠,스포츠 서비스,헬스장,경기도 용인시 처인구 포곡읍 둔전로47번길 21,449812.0,17027,127.219125475495,37.2682690204064
준스크린,예술·스포츠,스포츠 서비스,골프 연습장,경기도 안산시 상록구 성호로1길 4,426860.0,15326,126.867918346659,37.3094223773944
원당프렌즈,예술·스포츠,스포츠 서비스,골프 연습장,경기도 고양시 덕양구 호국로 798,412807.0,10463,126.837125923923,37.6570468473465
프렌즈스크린,예술·스포츠,스포츠 서비스,골프 연습장,경기도 파주시 미래로602번길 35,413190.0,10895,126.751789754598,37.732111481497
프렌즈스크린,예술·스포츠,스포츠 서비스,골프 연습장,경기도 의왕시 오봉산단1로 12,437030.0,16079,126.958204351039,37.3332849948574
W당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 남양주시 와부읍 덕소로 226,472908.0,12274,127.221279494225,37.579448904435
명문스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 포천시 호국로 873,487020.0,11161,127.158309619077,37.8446974268645
더에이치스포츠,예술·스포츠,스포츠 서비스,헬스장,경기도 광명시 광명로 907,423807.0,14202,126.854334379043,37.4799157363777
유타워피트니스,예술·스포츠,스포츠 서비스,헬스장,경기도 용인시 수지구 신수로 767,448504.0,16827,127.10143768594,37.338132481074
크라운짐,예술·스포츠,스포츠 서비스,헬스장,경기도 김포시 통진읍 김포대로 2231,415865.0,10031,126.597853790538,37.6894404494343
샘당구장,예술·스포츠,스포츠 서비스,당구장,경기도 화성시 동탄원천로 338,445320.0,18423,127.058631381561,37.2171337506831
로데오스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 고양시 덕양구 화신로272번길 48,412827.0,10500,126.831955816859,37.6329563214429
본스크린,예술·스포츠,스포츠 서비스,골프 연습장,경기도 광주시 곤지암읍 경충대로 732-99,464937.0,12800,127.334349708406,37.3528137275247
반월골프존,예술·스포츠,스포츠 서비스,골프 연습장,경기도 화성시 효행로 1369,445330.0,18384,127.064838859393,37.2298082634972
볼링스토리쎈터,예술·스포츠,스포츠 서비스,볼링장,경기도 부천시 원미구 부천로 11,420823.0,14637,126.782276675336,37.4855623632658
금양.파온스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 여주시 세종로 68-17,469102.0,12627,127.63431342483,37.2919561627661
골프존파크이동베로니골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 포천시 이동면 성장로 913,487861.0,11112,127.340098398149,38.009175172857
프렌즈스크린,예술·스포츠,스포츠 서비스,골프 연습장,경기도 파주시 법원읍 보광로 1993,413871.0,10827,126.858020774452,37.8484932374723
린매스짐,예술·스포츠,스포츠 서비스,헬스장,경기도 고양시 덕양구 삼송로 222,412080.0,10592,126.899166966397,37.6528545487432
크로스핏토르,예술·스포츠,스포츠 서비스,헬스장,경기도 수원시 영통구 매영로345번길 95,443470.0,16703,127.073360263232,37.2555731851216
조짐,예술·스포츠,스포츠 서비스,헬스장,경기도 평택시 비전5로 31,450151.0,17854,127.114413991998,37.0013689667814
용인야구장,예술·스포츠,스포츠 서비스,기타 스포츠시설 운영업,경기도 용인시 처인구 명지로 130,449030.0,17060,127.189457487912,37.2255206513168
코엑스짐,예술·스포츠,스포츠 서비스,헬스장,경기도 남양주시 늘을2로 32,472120.0,12150,127.244079796296,37.6556544114248
조아짐휘트니스,예술·스포츠,스포츠 서비스,헬스장,경기도 남양주시 사릉로34번길 48,472804.0,12237,127.2138335992,37.6359816060767
언더짐,예술·스포츠,스포츠 서비스,헬스장,경기도 시흥시 연성로 86,429270.0,14977,126.81295093794,37.3906209682293
카카오스크린,예술·스포츠,스포츠 서비스,골프 연습장,경기도 안성시 공도읍 용머리큰길 6,456821.0,17550,127.169409453457,37.0072143046775
푸른산자리골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 남양주시 별내면 청학로 103-18,472811.0,12089,127.114616880934,37.7070448058693
마린당구장,예술·스포츠,스포츠 서비스,당구장,경기도 김포시 통진읍 김포대로2244번길 26-9,415865.0,10019,126.59807120212,37.6911710556224
센스스크린골프존,예술·스포츠,스포츠 서비스,골프 연습장,경기도 부천시 원미구 길주로 80,420864.0,14544,126.751185522955,37.5052780286752
지엠,예술·스포츠,스포츠 서비스,골프 연습장,경기도 성남시 분당구 돌마로 478,463818.0,13586,127.133441979092,37.3769800381373
하나스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 안산시 상록구 삼리로 45,426894.0,15499,126.844667413261,37.3049790732922
임진강폭포어장주,예술·스포츠,스포츠 서비스,골프 연습장,경기도 파주시 파평면 청송로 550,413882.0,10801,126.870373849511,37.937773146382
밤일스크린골프존,예술·스포츠,스포츠 서비스,골프 연습장,경기도 광명시 밤일안로 17,423061.0,14260,126.863349133385,37.4529142088458
이정석의운동은FMGYM,예술·스포츠,스포츠 서비스,헬스장,경기도 수원시 팔달구 인계로166번길 25,442835.0,16488,127.035377040351,37.2651867306618
엑서사이언스짐,예술·스포츠,스포츠 서비스,헬스장,경기도 성남시 분당구 판교역로 240,463400.0,13493,127.110457591771,37.4021062265679
볼원볼링장&당구장,예술·스포츠,스포츠 서비스,당구장,경기도 안양시 만안구 안양로 300,430831.0,13992,126.921542072753,37.3991223794591
챌린지PT,예술·스포츠,스포츠 서비스,헬스장,경기도 하남시 신장동로 35,465032.0,12948,127.21123780034,37.5433644252677
써밋스포츠,예술·스포츠,스포츠 서비스,헬스장,경기도 안산시 단원구 광덕4로 250,425809.0,15464,126.840383954989,37.3143170991087
매직당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 성남시 수정구 시민로133번길 19,461863.0,13345,127.142626379794,37.4393378833497
니코핏,예술·스포츠,스포츠 서비스,헬스장,경기도 고양시 덕양구 의장로 140,412060.0,10551,126.870697390088,37.6351765121775
머슬원핏배곧,예술·스포츠,스포츠 서비스,헬스장,경기도 시흥시 서울대학로278번길 19-14,,15011,126.728658475831,37.3701665845063
쁘띠몽드,예술·스포츠,스포츠 서비스,기타 스포츠시설 운영업,경기도 광주시 고불로 94,464805.0,12781,127.228048584275,37.393188999573
쓰리에이치,예술·스포츠,스포츠 서비스,골프 연습장,경기도 수원시 권선구 금호로 135,441819.0,16404,126.964652691287,37.2739358503457
피트니스링크,예술·스포츠,스포츠 서비스,헬스장,경기도 안산시 상록구 본오로 70,426812.0,15561,126.866608024163,37.2912830536324
우리당구장,예술·스포츠,스포츠 서비스,당구장,경기도 부천시 원미구 부일로 401,420826.0,14617,126.774910985745,37.4872244320394
아미골프존,예술·스포츠,스포츠 서비스,골프 연습장,경기도 이천시 부발읍 경충대로2050번길 59-83,467866.0,17332,127.492368759361,37.2514005370818
상동마스터즈,예술·스포츠,스포츠 서비스,골프 연습장,경기도 부천시 원미구 상동로 113,420861.0,14543,126.753044403455,37.5074713666916
시흥Pbc당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 시흥시 비둘기공원5길 7,429874.0,14912,126.790807086868,37.4431582245714
화정GDR아카데미,예술·스포츠,스포츠 서비스,골프 연습장,경기도 고양시 덕양구 화중로 72,412827.0,10500,126.831047944113,37.6336397733133
단업,예술·스포츠,스포츠 서비스,골프 연습장,경기도 양주시 광적면 삼일로 11,482841.0,11419,126.986302615262,37.820594370475
일호당구장,예술·스포츠,스포츠 서비스,당구장,경기도 김포시 통진읍 서암로84번길 12,415867.0,10018,126.599212037816,37.6919677931011
공치는아이,예술·스포츠,스포츠 서비스,골프 연습장,경기도 용인시 수지구 수지로 77,448822.0,16857,127.07597371969,37.3099492465226
옵티머스당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 하남시 미사강변중앙로204번길 45,465150.0,12913,127.190395590638,37.5659698313153
리얼골프존,예술·스포츠,스포츠 서비스,골프 연습장,경기도 남양주시 오남읍 양지로290번길 3,472881.0,12036,127.193178895493,37.7011940541172
피지에이골프아카데미,예술·스포츠,스포츠 서비스,골프 연습장,경기도 시흥시 정왕대로 350,429858.0,15062,126.749333929487,37.3382528142696
그랜드오케이온,예술·스포츠,스포츠 서비스,골프 연습장,경기도 고양시 일산서구 경의로 886,411808.0,10232,126.760211349541,37.6956035328878
꿀당구,예술·스포츠,스포츠 서비스,당구장,경기도 고양시 덕양구 서정마을1로 4-9,412220.0,10486,126.845489386075,37.6187933003003
브이아이피스포츠,예술·스포츠,스포츠 서비스,기타 스포츠시설 운영업,경기도 고양시 일산동구 동국로 32,410820.0,10326,126.806700579188,37.6777324461887
제이핏,예술·스포츠,스포츠 서비스,헬스장,경기도 남양주시 호평로46번길 8,472120.0,12150,127.244588455019,37.6552569265583
어썸피티,예술·스포츠,스포츠 서비스,헬스장,경기도 용인시 기흥구 구성3로28번길 16,446915.0,16892,127.152120319372,37.2949907584613
민당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 평택시 세교상가1길 22,450818.0,17839,127.079854048793,36.9993878352216
퇴근길,예술·스포츠,스포츠 서비스,기타 스포츠시설 운영업,경기도 성남시 분당구 야탑로69번길 21,463828.0,13497,127.126353302475,37.4116501285208
역전당구장,예술·스포츠,스포츠 서비스,당구장,경기도 이천시 영창로 228,467807.0,17370,127.447759501641,37.2805909412519
팀윤GYM,예술·스포츠,스포츠 서비스,헬스장,경기도 군포시 번영로 505,435805.0,15865,126.933210445594,37.35879068092
벙커스짐,예술·스포츠,스포츠 서비스,헬스장,경기도 양주시 옥정동로7다길 62,482130.0,11473,127.092826011234,37.8202342464249
초록당구장,예술·스포츠,스포츠 서비스,당구장,경기도 파주시 탄현면 방촌로 1047,413843.0,10857,126.736631584615,37.825571317298
프랜즈스크린,예술·스포츠,스포츠 서비스,골프 연습장,경기도 안산시 단원구 고잔2길 42,425868.0,15360,126.835875923972,37.3174825698297
더블유짐율전1,예술·스포츠,스포츠 서비스,헬스장,경기도 수원시 장안구 서부로2105번길 13,440827.0,16363,126.96944667612,37.296670395798
애플당구클럽,예술·스포츠,스포츠 서비스,당구장,경기도 고양시 일산동구 무궁화로 34,410837.0,10401,126.768353019963,37.6626080163352
미드웨이스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 광주시 경안천로 114,464901.0,12740,127.272105943269,37.4161258464381
벨류휘트니스,예술·스포츠,스포츠 서비스,헬스장,경기도 용인시 기흥구 용구대로2469번길 10,446859.0,16905,127.106168067585,37.3075562886144
피트니스헤이븐,예술·스포츠,스포츠 서비스,헬스장,경기도 성남시 분당구 매화로 46,463856.0,13504,127.134169883242,37.4116415164682
힐링포인트짐,예술·스포츠,스포츠 서비스,헬스장,경기도 김포시 김포한강11로 143,415050.0,10077,126.680362508121,37.6460045825936
로얄당구장,예술·스포츠,스포츠 서비스,당구장,경기도 수원시 팔달구 향교로 134,442843.0,16463,127.014815200294,37.27277785781
플러스,예술·스포츠,스포츠 서비스,테니스장,경기도 파주시 새꽃로 194,413801.0,10930,126.774230412533,37.7650869138663
광교PT헬스피트니스M,예술·스포츠,스포츠 서비스,헬스장,경기도 수원시 영통구 광교로 146,443270.0,16507,127.048528785334,37.2929521165376
레드힐볼링라운지,예술·스포츠,스포츠 서비스,볼링장,경기도 용인시 기흥구 중부대로 242,446908.0,17095,127.093250493827,37.2694712806957
칠보스크린골프,예술·스포츠,스포츠 서비스,골프 연습장,경기도 수원시 권선구 금호로 149,441819.0,16404,126.966310048345,37.2741075313162
9회말스크린야구.슈퍼,예술·스포츠,스포츠 서비스,골프 연습장,경기도 화성시 효행로 1038,445390.0,18404,127.040974608362,37.2134108295912
세원볼링장,예술·스포츠,스포츠 서비스,볼링장,경기도 수원시 권선구 금호로 28,441884.0,16400,126.954756373493,37.2686163400161
일번지당구장,예술·스포츠,스포츠 서비스,당구장,경기도 용인시 처인구 금령로13번길 16,449925.0,17050,127.198184347313,37.2362558460285
파라독스에비뉴곰프스튜디오,예술·스포츠,스포츠 서비스,헬스장,경기도 성남시 분당구 판교역로14번길 27,463420.0,13536,127.110998570583,37.3860134693836
빌리프짐상동,예술·스포츠,스포츠 서비스,헬스장,경기도 부천시 원미구 길주로 105,420747.0,14542,126.754133707954,37.5063924355436
